accession	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	kingdom	phylum	class	order	family	genus	species	name	count_tyrosinases
UP000051144	266	263	3	6	68	340	thermoplasmata_odb10	80		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales					
UP000053922	265	263	2	3	72	340	thermoplasmata_odb10	78		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales					
UP000464077	332	329	3	0	8	340	thermoplasmata_odb10	97		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae				
UP000014070	333	331	2	1	6	340	thermoplasmata_odb10	98		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis		
UP000030787	335	332	3	0	5	340	thermoplasmata_odb10	98		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanoplasma			
UP000012672	337	336	1	1	2	340	thermoplasmata_odb10	99		Candidatus Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus alvi		
UP000012076	331	330	1	5	4	340	thermoplasmata_odb10	98		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales					
UP000018052	312	308	4	1	27	340	thermoplasmata_odb10	92		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales					
UP000018337	292	287	5	11	37	340	thermoplasmata_odb10	89		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales					
UP000197915	329	328	1	1	10	340	thermoplasmata_odb10	97		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales					
UP000197475	279	279	0	0	61	340	thermoplasmata_odb10	82		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Cuniculiplasmataceae	Cuniculiplasma			
UP000050301	335	334	1	0	5	340	thermoplasmata_odb10	98		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma			
UP000014660	334	334	0	1	5	340	thermoplasmata_odb10	98		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Ferroplasma	Ferroplasma acidarmanus		
UP000192315	339	337	2	0	1	340	thermoplasmata_odb10	99		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Picrophilaceae	Picrophilus	Picrophilus oshimae		
UP000001024	326	326	0	1	13	340	thermoplasmata_odb10	96		Candidatus Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma	Thermoplasma acidophilum		
UP000723406	169	164	5	2	23	194	archaea_odb10	88		Candidatus Thorarchaeota							
UP000646946	159	159	0	4	31	194	archaea_odb10	84		Candidatus Undinarchaeota	Candidatus Undinarchaeia	Candidatus Naiadarchaeales	Candidatus Naiadarchaeaceae	Candidatus Naiadarchaeum			
UP000604391	148	148	0	7	39	194	archaea_odb10	79		Candidatus Undinarchaeota	Candidatus Undinarchaeia	Candidatus Undinarchaeales	Candidatus Undinarchaeaceae	Candidatus Undinarchaeum			
UP000773181	139	138	1	8	47	194	archaea_odb10	75		Candidatus Woesearchaeota							
UP000000431	527	527	0	3	3	533	chlamydiae_odb10	99		Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis		
UP000031552	523	523	0	1	9	533	chlamydiae_odb10	98		Chlamydiota	Chlamydiia	Parachlamydiales	Criblamydiaceae	Criblamydia	Criblamydia sequanensis		
UP000220251	514	512	2	4	15	533	chlamydiae_odb10	97		Chlamydiota	Chlamydiia	Parachlamydiales	Criblamydiaceae	Estrella			
UP000509179	457	455	2	7	69	533	chlamydiae_odb10	87		Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae				
UP000289195	504	499	5	3	26	533	chlamydiae_odb10	95		Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Neochlamydia			
UP000676288	516	512	4	1	16	533	chlamydiae_odb10	96		Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia			
UP000000495	523	519	4	2	8	533	chlamydiae_odb10	98		Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Parachlamydia	Parachlamydia acanthamoebae		
UP000069902	526	524	2	1	6	533	chlamydiae_odb10	98		Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Protochlamydia			
UP000000529	516	515	1	4	13	533	chlamydiae_odb10	97		Chlamydiota	Chlamydiia	Parachlamydiales	Parachlamydiaceae	Protochlamydia	Candidatus Protochlamydia amoebophila		
UP000335940	482	476	6	1	50	533	chlamydiae_odb10	90		Chlamydiota	Chlamydiia	Parachlamydiales	Rhabdochlamydiaceae	Rhabdochlamydia			
UP000681280	414	413	1	3	116	533	chlamydiae_odb10	78		Chlamydiota	Chlamydiia	Parachlamydiales	Simkaniaceae	Simkania			
UP000000496	504	498	6	0	29	533	chlamydiae_odb10	94		Chlamydiota	Chlamydiia	Parachlamydiales	Simkaniaceae	Simkania	Simkania negevensis		
UP000001505	520	518	2	1	12	533	chlamydiae_odb10	97		Chlamydiota	Chlamydiia	Parachlamydiales	Waddliaceae	Waddlia	Waddlia chondrophila		
UP000001007	1145	1143	2	7	8	1160	chlorobi_odb10	99		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobaculum	Chlorobaculum tepidum		
UP000053937	963	963	0	19	178	1160	chlorobi_odb10	84		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium			
UP000317986	1125	1113	12	1	34	1160	chlorobi_odb10	97		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium			
UP000004162	1094	1082	12	8	58	1160	chlorobi_odb10	95		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium ferrooxidans		
UP000008701	1158	1158	0	0	2	1160	chlorobi_odb10	99		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Chlorobium	Chlorobium phaeobacteroides		
UP000002709	1146	1145	1	3	11	1160	chlorobi_odb10	99		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon luteolum		
UP000002724	1148	1141	7	1	11	1160	chlorobi_odb10	99		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme		
UP000092496	1132	1132	0	5	23	1160	chlorobi_odb10	98		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Prosthecochloris			
UP000201322	1136	1135	1	1	23	1160	chlorobi_odb10	98		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Prosthecochloris			
UP000002725	1150	1145	5	1	9	1160	chlorobi_odb10	99		Chlorobiota	Chlorobiia	Chlorobiales	Chlorobiaceae	Prosthecochloris	Prosthecochloris aestuarii		
UP000001208	982	981	1	7	171	1160	chlorobi_odb10	85		Chlorobiota	Chlorobiia	Chlorobiales	Chloroherpetonaceae	Chloroherpeton	Chloroherpeton thalassium		
UP000655226	256	211	45	0	15	271	chloroflexi_odb10	94		Chloroflexota						Chloroflexi bacterium AL-W	1.0
UP000000323	251	251	0	1	19	271	chloroflexi_odb10	92		Chloroflexota				Thermobaculum	Thermobaculum terrenum		
UP000510895	208	205	3	7	56	271	chloroflexi_odb10	79		Chloroflexota	Anaerolineae						
UP000664790	236	215	21	6	29	271	chloroflexi_odb10	89		Chloroflexota	Anaerolineae	Anaerolineales					
UP000008922	264	262	2	1	6	271	chloroflexi_odb10	97		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila		
UP000050514	244	243	1	2	25	271	chloroflexi_odb10	90		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea			
UP000195514	215	215	0	1	55	271	chloroflexi_odb10	79		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Brevefilum			
UP000053370	243	241	2	1	27	271	chloroflexi_odb10	90		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea			
UP000050430	245	239	6	1	25	271	chloroflexi_odb10	90		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea			
UP000050501	234	226	8	1	36	271	chloroflexi_odb10	86		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea			
UP000055060	247	243	4	2	22	271	chloroflexi_odb10	91		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea			
UP000050417	242	237	5	1	28	271	chloroflexi_odb10	89		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea			
UP000256388	248	245	3	1	22	271	chloroflexi_odb10	91		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea			
UP000050544	248	244	4	1	22	271	chloroflexi_odb10	91		Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermanaerothrix			
UP000037784	256	254	2	3	12	271	chloroflexi_odb10	95		Chloroflexota	Ardenticatenia	Ardenticatenales	Ardenticatenaceae	Ardenticatena			
UP000215027	259	254	5	1	11	271	chloroflexi_odb10	95		Chloroflexota	Ardenticatenia	Candidatus Promineifilales	Candidatus Promineifilaceae	Candidatus Promineifilum			
UP000007880	259	256	3	5	7	271	chloroflexi_odb10	97		Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Caldilinea	Caldilinea aerophila		
UP000317371	265	261	4	1	5	271	chloroflexi_odb10	98		Chloroflexota	Caldilineae	Caldilineales	Caldilineaceae	Litorilinea			
UP000594468	246	244	2	1	24	271	chloroflexi_odb10	91		Chloroflexota	Candidatus Thermofonsia	Phototrophicales	Phototrophicaceae	Phototrophicus			
UP000462167	270	267	3	0	1	271	chloroflexi_odb10	99		Chloroflexota	Chloroflexia						
UP000517844	266	264	2	3	2	271	chloroflexi_odb10	99		Chloroflexota	Chloroflexia	Chloroflexales					
UP000002008	269	266	3	2	0	271	chloroflexi_odb10	100		Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloroflexus	Chloroflexus aurantiacus		
UP000220922	269	269	0	0	2	271	chloroflexi_odb10	99		Chloroflexota	Chloroflexia	Chloroflexales	Oscillochloridaceae	Candidatus Chloroploca			
UP000054010	265	264	1	2	4	271	chloroflexi_odb10	98		Chloroflexota	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Oscillochloris trichoides		
UP000220527	267	266	1	1	3	271	chloroflexi_odb10	98		Chloroflexota	Chloroflexia	Chloroflexales	Oscillochloridaceae	Viridilinea			
UP000650618	201	199	2	8	62	271	chloroflexi_odb10	77		Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae				
UP000000263	271	271	0	0	0	271	chloroflexi_odb10	100		Chloroflexota	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Roseiflexus castenholzii		
UP000050277	265	264	1	1	5	271	chloroflexi_odb10	98		Chloroflexota	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon			
UP000471295	214	201	13	2	55	271	chloroflexi_odb10	79		Chloroflexota	Dehalococcoidia						
UP000053947	267	264	3	2	2	271	chloroflexi_odb10	99		Chloroflexota	Dehalococcoidia			Dehalogenimonas			
UP000185934	269	266	3	1	1	271	chloroflexi_odb10	99		Chloroflexota	Dehalococcoidia			Dehalogenimonas			
UP000002506	267	267	0	2	2	271	chloroflexi_odb10	99		Chloroflexota	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi		
UP000593783	257	246	11	0	14	271	chloroflexi_odb10	94		Chloroflexota	Ktedonobacteria						
UP000287171	255	243	12	3	13	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter			
UP000287188	231	221	10	14	26	271	chloroflexi_odb10	90		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter			
UP000287224	255	240	15	3	13	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter			
UP000322530	256	248	8	2	13	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter			
UP000326912	240	230	10	5	26	271	chloroflexi_odb10	90		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Dictyobacter			
UP000287352	255	246	9	2	14	271	chloroflexi_odb10	94		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Dictyobacteraceae	Tengunoibacter			
UP000004508	259	245	14	1	11	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter	Ktedonobacter racemifer		
UP000612362	257	247	10	2	12	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonospora		Ktedonospora formicarum	1.0
UP000290365	254	240	14	0	17	271	chloroflexi_odb10	93		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonosporobacteraceae	Ktedonosporobacter			
UP000597444	256	238	18	3	12	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Reticulibacteraceae	Reticulibacter			
UP000248806	260	245	15	0	11	271	chloroflexi_odb10	95		Chloroflexota	Ktedonobacteria	Ktedonobacterales	Thermosporotrichaceae	Thermosporothrix			
UP000248706	255	251	4	0	16	271	chloroflexi_odb10	94		Chloroflexota	Ktedonobacteria	Thermogemmatisporales	Thermogemmatisporaceae	Thermogemmatispora			
UP000223071	252	248	4	2	17	271	chloroflexi_odb10	93		Chloroflexota	Tepidiformia	Tepidiformales	Tepidiformaceae	Tepidiforma			
UP000664289	263	242	21	1	7	271	chloroflexi_odb10	97		Chloroflexota	Thermoflexia	Thermoflexales					
UP000236642	228	226	2	4	39	271	chloroflexi_odb10	85		Chloroflexota	Thermoflexia	Thermoflexales	Thermoflexaceae	Thermoflexus			
UP000528322	121	121	0	1	2	124	bacteria_odb10	98		Chrysiogenota	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispira			
UP000002572	121	121	0	0	3	124	bacteria_odb10	97		Chrysiogenota	Chrysiogenetes	Chrysiogenales	Chrysiogenaceae	Desulfurispirillum	Desulfurispirillum indicum		
UP000187209	158	80	78	4	9	171	alveolata_odb10	94		Ciliophora	Heterotrichea	Heterotrichida	Stentoridae	Stentor			
UP000008983	141	132	9	9	21	171	alveolata_odb10	87		Ciliophora	Oligohymenophorea	Hymenostomatida		Ichthyophthirius			
UP000009168	168	165	3	1	2	171	alveolata_odb10	98		Ciliophora	Oligohymenophorea	Hymenostomatida	Tetrahymenidae	Tetrahymena	Tetrahymena thermophila		
UP000000600	169	49	120	1	1	171	alveolata_odb10	99		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium			
UP000683925	166	53	113	2	3	171	alveolata_odb10	98		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium			
UP000688137	166	51	115	2	3	171	alveolata_odb10	98		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium			
UP000689195	168	44	124	2	1	171	alveolata_odb10	99		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium			
UP000692954	169	53	116	1	1	171	alveolata_odb10	99		Ciliophora	Oligohymenophorea	Peniculida	Parameciidae	Paramecium			
UP000054937	158	157	1	7	6	171	alveolata_odb10	96		Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	Pseudocohnilembus		Pseudocohnilembus persalinus (Ciliate)	1.0
UP000039865	166	160	6	2	3	171	alveolata_odb10	98		Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia		Stylonychia lemnae (Ciliate)	2.0
UP000001732	102	101	1	6	16	124	bacteria_odb10	87		Coprothermobacterota	Coprothermobacteria	Coprothermobacterales	Coprothermobacteraceae	Coprothermobacter	Coprothermobacter proteolyticus		
UP000239157	722	720	2	25	26	773	cyanobacteria_odb10	96		Cyanobacteriota							
UP000239512	700	687	13	40	33	773	cyanobacteria_odb10	95		Cyanobacteriota							
UP000240885	625	605	20	73	75	773	cyanobacteria_odb10	90		Cyanobacteriota							
UP000621849	771	770	1	1	1	773	cyanobacteria_odb10	99		Cyanobacteriota							
UP000627505	765	761	4	2	6	773	cyanobacteria_odb10	99		Cyanobacteriota							
UP000264686	694	693	1	2	77	773	cyanobacteria_odb10	90		Cyanobacteriota							
UP000000268	777	755	22	0	11	788	synechococcales_odb10	98		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Acaryochloridaceae	Acaryochloris	Acaryochloris marina	Acaryochloris marina (strain MBIC 11017)	1.0
UP000248857	760	746	14	9	19	788	synechococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Acaryochloridaceae	Acaryochloris	Acaryochloris thomasi		
UP000000440	748	747	1	6	19	773	cyanobacteria_odb10	97		Cyanobacteriota	Cyanophyceae	Acaryochloridales	Thermosynechococcaceae	Thermosynechococcus	Thermosynechococcus vestitus		
UP000239001	1452	1438	14	3	38	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Aphanothece	Aphanothece hegewaldii	Aphanothece hegewaldii CCALA 016	1.0
UP000287247	1425	1417	8	12	56	1493	chroococcales_odb10	96		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Aphanothece	Aphanothece sacrum	Aphanothece sacrum FPU1	1.0
UP000001203	1469	1447	22	3	21	1493	chroococcales_odb10	98		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera subtropica		
UP000003922	1387	1384	3	29	77	1493	chroococcales_odb10	94		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii		
UP000002384	1462	1440	22	0	31	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece citriformis		
UP000008206	1462	1437	25	0	31	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Gloeothece	Gloeothece verrucosa		
UP000008204	1459	1450	9	2	32	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Rippkaea	Rippkaea orientalis		
UP000016960	1442	1438	4	1	50	1493	chroococcales_odb10	96		Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Rubidibacter	Rubidibacter lacunae		
UP000217698	1438	1422	16	3	52	1493	chroococcales_odb10	96		Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Chondrocystis			
UP000010476	1456	1437	19	1	36	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsa		Gloeocapsa sp. PCC 7428	2.0
UP000011180	1451	1447	4	5	37	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Gloeocapsa		Gloeocapsa sp. PCC 73106	1.0
UP000238278	1409	1393	16	1	83	1493	chroococcales_odb10	94		Cyanobacteriota	Cyanophyceae	Chroococcales	Entophysalidaceae	Chlorogloea		Chlorogloea sp. CCALA 695	1.0
UP000633016	1400	1395	5	3	90	1493	chroococcales_odb10	93		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Cyanobacterium			
UP000010480	1483	1482	1	0	10	1493	chroococcales_odb10	99		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Cyanobacterium	Cyanobacterium aponinum		
UP000010483	1445	1444	1	2	46	1493	chroococcales_odb10	96		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Cyanobacterium	Cyanobacterium stanieri		
UP000639877	1385	1382	3	9	99	1493	chroococcales_odb10	93		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Geminocystis			
UP000060542	1475	1475	0	3	15	1493	chroococcales_odb10	98		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Geminocystis			
UP000001688	775	775	0	1	12	788	synechococcales_odb10	98		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus			
UP000185811	755	754	1	1	17	773	cyanobacteria_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Geminocystaceae	Picosynechococcus			
UP000318453	1408	1405	3	4	81	1493	chroococcales_odb10	94		Cyanobacteriota	Cyanophyceae	Chroococcales	Halothecacae	Euhalothece	Euhalothece natronophila		
UP000010481	1453	1447	6	2	38	1493	chroococcales_odb10	97		Cyanobacteriota	Cyanophyceae	Chroococcales	Halothecacae	Halothece			
UP000376575	1483	1479	4	1	9	1493	chroococcales_odb10	99		Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa		
UP000032452	722	720	2	1	50	773	cyanobacteria_odb10	93		Cyanobacteriota	Cyanophyceae	Chroococcidiopsidales	Aliterellaceae	Aliterella	Aliterella atlantica	Aliterella atlantica CENA595	3.0
UP000010384	769	763	6	1	3	773	cyanobacteria_odb10	99		Cyanobacteriota	Cyanophyceae	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis	Chroococcidiopsis thermalis	Chroococcidiopsis thermalis (strain PCC 7203)	2.0
UP000010471	1487	1463	24	1	5	1493	oscillatoriales_odb10	99		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Allocoleopsis	Allocoleopsis franciscana		
UP000607678	1458	1449	9	9	26	1493	oscillatoriales_odb10	98		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Coleofasciculus			
UP000619145	1447	1436	11	20	26	1493	oscillatoriales_odb10	98		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Coleofasciculus			
UP000003835	1409	1399	10	24	60	1493	oscillatoriales_odb10	95		Cyanobacteriota	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Coleofasciculus	Coleofasciculus chthonoplastes		
