	kingdom	phylum	class	order	family	genus	species	count_tyrosinases	taxid	name	complete	completeSingle	completeDuplicated	fragmented	missing	total	lineageDb	score	proteomeCount	stdCdss	averageCdss	confidence	status
UP000288216	Metazoa	Chordata	Chondrichthyes	Carcharhiniformes	Scyliorhinidae	Scyliorhinus	Scyliorhinus torazame	3	75743	Scyliorhinus torazame (Cloudy catshark)	639	616	23	77	2638	3354	vertebrata_odb10	21	0	0.0	0	0	Unknown
UP000314986	Metazoa	Chordata	Chondrichthyes	Chimaeriformes	Callorhinchidae	Callorhinchus	Callorhinchus milii	27	7868	Callorhinchus milii (Ghost shark)	3020	1322	1698	168	166	3354	vertebrata_odb10	95	0	0.0	0	0	Unknown
UP000287033	Metazoa	Chordata	Chondrichthyes	Orectolobiformes	Hemiscylliidae	Chiloscyllium	Chiloscyllium punctatum	7	137246	Chiloscyllium punctatum (Brownbanded bambooshark) (Hemiscyllium punctatum)	1036	1009	27	60	2258	3354	vertebrata_odb10	32	0	0.0	0	0	Unknown
UP000694620	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus	3	27687	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	3301	2438	863	69	270	3640	actinopterygii_odb10	92	0	0.0	0	0	Unknown
UP000886611	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Polypterus	Polypterus senegalus	2	55291	Polypterus senegalus (Senegal bichir)	1584	1526	58	246	1810	3640	actinopterygii_odb10	50	0	0.0	0	0	Unknown
UP000694392	Metazoa	Chordata	Lepidosauria	Sphenodontia	Sphenodontidae	Sphenodon	Sphenodon punctatus	3	8508	Sphenodon punctatus (Tuatara) (Hatteria punctata)	6236	4730	1506	376	868	7480	sauropsida_odb10	88	0	0.0	0	0	Unknown
UP001142489	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Phrynocephalus	Phrynocephalus forsythii	3	171643	Phrynocephalus forsythii	6244	6137	107	349	887	7480	sauropsida_odb10	88	0	0.0	0	0	Unknown
UP000504619	Metazoa	Chordata	Lepidosauria	Squamata	Agamidae	Pogona	Pogona vitticeps	3	103695	Pogona vitticeps (central bearded dragon)	7285	3954	3331	70	125	7480	sauropsida_odb10	98	0	0.0	0	0	Unknown
UP000515157	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	Pantherophis	Pantherophis guttatus	4	94885	Pantherophis guttatus (Corn snake) (Elaphe guttata)	7036	3509	3527	127	317	7480	sauropsida_odb10	95	0	0.0	0	0	Unknown
UP000504617	Metazoa	Chordata	Lepidosauria	Squamata	Colubridae	Thamnophis	Thamnophis sirtalis	3	35019	Thamnophis sirtalis	5913	4344	1569	586	981	7480	sauropsida_odb10	86	0	0.0	0	0	Unknown
UP000001646	Metazoa	Chordata	Lepidosauria	Squamata	Dactyloidae	Anolis	Anolis carolinensis	4	28377	Anolis carolinensis (Green anole) (American chameleon)	6456	4400	2056	245	779	7480	sauropsida_odb10	89	0	0.0	0	0	Unknown
UP000694406	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Laticauda	Laticauda laticaudata	7	8630	Laticauda laticaudata (Blue-ringed sea krait) (Blue-lipped sea krait)	5506	4065	1441	637	1337	7480	sauropsida_odb10	82	0	0.0	0	0	Unknown
UP000694559	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Naja	Naja naja	8	35670	Naja naja (Indian cobra)	6356	4234	2122	280	844	7480	sauropsida_odb10	88	0	0.0	0	0	Unknown
UP000504612	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Notechis	Notechis scutatus	3	8663	Notechis scutatus (mainland tiger snake)	6784	4193	2591	231	465	7480	sauropsida_odb10	93	0	0.0	0	0	Unknown
UP000018936	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Ophiophagus	Ophiophagus hannah	4	8665	Ophiophagus hannah (King cobra) (Naja hannah)	4435	4399	36	634	2411	7480	sauropsida_odb10	67	0	0.0	0	0	Unknown
UP000472273	Metazoa	Chordata	Lepidosauria	Squamata	Elapidae	Pseudonaja	Pseudonaja textilis	14	8673	Pseudonaja textilis (Eastern brown snake)	6413	4831	1582	289	778	7480	sauropsida_odb10	89	0	0.0	0	0	Unknown
UP000472272	Metazoa	Chordata	Lepidosauria	Squamata	Lacertidae	Podarcis	Podarcis muralis	3	64176	Podarcis muralis (Wall lizard) (Lacerta muralis)	6883	4383	2500	179	418	7480	sauropsida_odb10	94	0	0.0	0	0	Unknown
UP000695026	Metazoa	Chordata	Lepidosauria	Squamata	Pythonidae	Python	Python bivittatus	4	176946	Python bivittatus (Burmese python) (Python molurus bivittatus)	6918	4348	2570	248	314	7480	sauropsida_odb10	95	0	0.0	0	0	Unknown
UP000694421	Metazoa	Chordata	Lepidosauria	Squamata	Teiidae	Salvator	Salvator merianae	3	96440	Salvator merianae (Argentine black and white tegu) (Tupinambis merianae)	7060	4766	2294	90	330	7480	sauropsida_odb10	95	0	0.0	0	0	Unknown
UP000694545	Metazoa	Chordata	Lepidosauria	Squamata	Varanidae	Varanus	Varanus komodoensis	9	61221	Varanus komodoensis (Komodo dragon)	6698	4934	1764	236	546	7480	sauropsida_odb10	92	0	0.0	0	0	Unknown
UP000515135	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomidae	Branchiostoma	Branchiostoma belcheri	10	7741	Branchiostoma belcheri (Amphioxus)	941	718	223	8	5	954	metazoa_odb10	99	0	0.0	0	0	Unknown
UP000001554	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomidae	Branchiostoma	Branchiostoma floridae	17	7739	Branchiostoma floridae (Florida lancelet) (Amphioxus)	930	693	237	10	14	954	metazoa_odb10	98	0	0.0	0	0	Unknown
UP000838412	Metazoa	Chordata	Leptocardii	Amphioxiformes	Branchiostomidae	Branchiostoma	Branchiostoma lanceolatum	14	7740	Branchiostoma lanceolatum (Common lancelet) (Amphioxus lanceolatum)	930	748	182	13	11	954	metazoa_odb10	98	0	0.0	0	0	Unknown
UP000261681	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera acutorostrata	5	310752	Balaenoptera acutorostrata scammoni (North Pacific minke whale) (Balaenoptera davidsoni)	9142	6098	3044	54	4139	13335	cetartiodactyla_odb10	68	0	0.0	0	0	Unknown
UP000694857	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera musculus	3	9771	Balaenoptera musculus (Blue whale)	13182	6023	7159	38	115	13335	cetartiodactyla_odb10	99	0	0.0	0	0	Unknown
UP000437017	Metazoa	Chordata	Mammalia	Artiodactyla	Balaenopteridae	Balaenoptera	Balaenoptera physalus	3	9770	Balaenoptera physalus (Fin whale) (Balaena physalus)	6974	6910	64	1852	4509	13335	cetartiodactyla_odb10	66	0	0.0	0	0	Unknown
UP000515208	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bison	Bison bison	4	43346	Bison bison bison (North American plains bison)	12724	8583	4141	334	277	13335	cetartiodactyla_odb10	97	0	0.0	0	0	Unknown
UP000694520	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos grunniens	3	30521	Bos mutus grunniens (Wild yak) (Bos grunniens)	12272	6162	6110	118	945	13335	cetartiodactyla_odb10	92	0	0.0	0	0	Unknown
UP000515132	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos indicus	4	9915	Bos indicus (Zebu)	12415	7855	4560	274	646	13335	cetartiodactyla_odb10	95	0	0.0	0	0	Unknown
UP000314981	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos indicus x Bos taurus	7	30522	Bos indicus x Bos taurus (Hybrid cattle)	12709	6828	5881	58	568	13335	cetartiodactyla_odb10	95	0	0.0	0	0	Unknown
UP000011080	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos mutus	2	72004	Bos mutus (wild yak)	11222	11162	60	287	1826	13335	cetartiodactyla_odb10	86	0	0.0	0	0	Unknown
UP000009136	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Bos	Bos taurus	6	9913	Bos taurus (Bovine)	12939	7229	5710	115	281	13335	cetartiodactyla_odb10	97	0	0.0	0	0	Unknown
UP000291000	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Capra	Capra hircus	5	9925	Capra hircus (Goat)	12870	7720	5150	113	352	13335	cetartiodactyla_odb10	97	0	0.0	0	0	Unknown
UP000002356	Metazoa	Chordata	Mammalia	Artiodactyla	Bovidae	Ovis	Ovis aries	4	9940	Ovis aries (Sheep)	12612	11170	1442	262	461	13335	cetartiodactyla_odb10	96	0	0.0	0	0	Unknown
UP000299084	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus dromedarius	3	9838	Camelus dromedarius (Dromedary) (Arabian camel)	9514	6770	2744	1017	2804	13335	cetartiodactyla_odb10	78	0	0.0	0	0	Unknown
UP000030684	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Camelus	Camelus ferus	3	419612	Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus)	6563	6430	133	1509	5263	13335	cetartiodactyla_odb10	60	0	0.0	0	0	Unknown
UP000504605	Metazoa	Chordata	Mammalia	Artiodactyla	Camelidae	Vicugna	Vicugna pacos	7	30538	Vicugna pacos (Alpaca) (Lama pacos)	12958	7421	5537	228	149	13335	cetartiodactyla_odb10	98	0	0.0	0	0	Unknown
UP000242450	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Cervus	Cervus elaphus	2	46360	Cervus elaphus hippelaphus (European red deer)	5663	5641	22	1470	6202	13335	cetartiodactyla_odb10	53	0	0.0	0	0	Unknown
UP000326062	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Muntiacus	Muntiacus reevesi	3	9886	Muntiacus reevesi (Reeves' muntjac) (Cervus reevesi)	11795	11511	284	628	912	13335	cetartiodactyla_odb10	93	0	0.0	0	0	Unknown
UP000504613	Metazoa	Chordata	Mammalia	Artiodactyla	Cervidae	Odocoileus	Odocoileus virginianus	3	9880	Odocoileus virginianus texanus	12823	6809	6014	326	186	13335	cetartiodactyla_odb10	98	0	0.0	0	0	Unknown
UP000245320	Metazoa	Chordata	Mammalia	Artiodactyla	Delphinidae	Tursiops	Tursiops truncatus	3	9739	Tursiops truncatus (Atlantic bottle-nosed dolphin) (Delphinus truncatus)	13157	5822	7335	65	113	13335	cetartiodactyla_odb10	99	0	0.0	0	0	Unknown
UP000243164	Metazoa	Chordata	Mammalia	Artiodactyla	Eschrichtiidae	Eschrichtius	Eschrichtius robustus	2	9764	Eschrichtius robustus (California gray whale) (Eschrichtius gibbosus)	2753	2749	4	1524	9058	13335	cetartiodactyla_odb10	32	0	0.0	0	0	Unknown
UP000265300	Metazoa	Chordata	Mammalia	Artiodactyla	Lipotidae	Lipotes	Lipotes vexillifer	5	118797	Lipotes vexillifer (Yangtze river dolphin)	13007	9938	3069	136	192	13335	cetartiodactyla_odb10	98	0	0.0	0	0	Unknown
UP000248483	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	Delphinapterus	Delphinapterus leucas	3	9749	Delphinapterus leucas (Beluga whale)	13196	6139	7057	59	80	13335	cetartiodactyla_odb10	99	0	0.0	0	0	Unknown
UP000308365	Metazoa	Chordata	Mammalia	Artiodactyla	Monodontidae	Monodon	Monodon monoceros	3	40151	Monodon monoceros (Narwhal) (Ceratodon monodon)	9540	9439	101	1028	2767	13335	cetartiodactyla_odb10	79	0	0.0	0	0	Unknown
UP000694544	Metazoa	Chordata	Mammalia	Artiodactyla	Moschidae	Moschus	Moschus moschiferus	4	68415	Moschus moschiferus (Siberian musk deer) (Moschus sibiricus)	12909	8989	3920	99	327	13335	cetartiodactyla_odb10	97	0	0.0	0	0	Unknown
UP000252040	Metazoa	Chordata	Mammalia	Artiodactyla	Phocoenidae	Neophocaena	Neophocaena asiaeorientalis	4	1706337	Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise) (Neophocaena phocaenoides subsp. asiaeorientalis)	13044	7644	5400	121	170	13335	cetartiodactyla_odb10	98	0	0.0	0	0	Unknown
UP000694554	Metazoa	Chordata	Mammalia	Artiodactyla	Phocoenidae	Phocoena	Phocoena sinus	3	42100	Phocoena sinus (Vaquita)	12605	8477	4128	108	622	13335	cetartiodactyla_odb10	95	0	0.0	0	0	Unknown
UP000248484	Metazoa	Chordata	Mammalia	Artiodactyla	Physeteridae	Physeter	Physeter catodon	7	9755	Physeter macrocephalus (Sperm whale) (Physeter catodon)	12680	6497	6183	307	348	13335	cetartiodactyla_odb10	97	0	0.0	0	0	Unknown
UP000008227	Metazoa	Chordata	Mammalia	Artiodactyla	Suidae	Sus	Sus scrofa	5	9823	Sus scrofa (Pig)	12877	6389	6488	117	341	13335	cetartiodactyla_odb10	97	0	0.0	0	0	Unknown
UP000694540	Metazoa	Chordata	Mammalia	Artiodactyla	Tayassuidae	Catagonus	Catagonus wagneri	4	51154	Catagonus wagneri (Chacoan peccary)	12736	9652	3084	114	485	13335	cetartiodactyla_odb10	96	0	0.0	0	0	Unknown
UP000694391	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	3	286419	Canis lupus dingo (dingo)	13229	9165	4064	261	1012	14502	carnivora_odb10	93	0	0.0	0	0	Unknown
UP000805418	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus	4	9615	Canis lupus familiaris (Dog) (Canis familiaris)	13954	6841	7113	76	472	14502	carnivora_odb10	96	0	0.0	0	0	Unknown
UP000645828	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Nyctereutes	Nyctereutes procyonoides	3	34880	Nyctereutes procyonoides (Raccoon dog) (Canis procyonoides)	14123	13648	475	82	297	14502	carnivora_odb10	97	0	0.0	0	0	Unknown
UP000286640	Metazoa	Chordata	Mammalia	Carnivora	Canidae	Vulpes	Vulpes vulpes	5	9627	Vulpes vulpes (Red fox)	14070	8830	5240	146	286	14502	carnivora_odb10	98	0	0.0	0	0	Unknown
UP000504626	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Acinonyx	Acinonyx jubatus	4	32536	Acinonyx jubatus (Cheetah)	13329	7254	6075	18	1155	14502	carnivora_odb10	92	0	0.0	0	0	Unknown
UP000011712	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Felis	Felis catus	5	9685	Felis catus (Cat) (Felis silvestris catus)	14045	7735	6310	77	380	14502	carnivora_odb10	97	0	0.0	0	0	Unknown
UP000472241	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx canadensis	5	61383	Lynx canadensis (Canada lynx)	13558	8384	5174	120	824	14502	carnivora_odb10	94	0	0.0	0	0	Unknown
UP000386466	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx pardinus	5	191816	Lynx pardinus (Iberian lynx) (Felis pardina)	12645	9359	3286	463	1394	14502	carnivora_odb10	90	0	0.0	0	0	Unknown
UP000694399	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera leo	4	9689	Panthera leo (Lion)	13873	9968	3905	116	513	14502	carnivora_odb10	96	0	0.0	0	0	Unknown
UP000675900	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Panthera	Panthera tigris	4	74533	Panthera tigris altaica (Siberian tiger)	12531	9250	3281	414	1557	14502	carnivora_odb10	89	0	0.0	0	0	Unknown
UP000515131	Metazoa	Chordata	Mammalia	Carnivora	Felidae	Puma	Puma concolor	5	9696	Puma concolor (Mountain lion) (Felis concolor)	12754	10643	2111	461	1287	14502	carnivora_odb10	91	0	0.0	0	0	Unknown
UP000472268	Metazoa	Chordata	Mammalia	Carnivora	Herpestidae	Suricata	Suricata suricatta	5	37032	Suricata suricatta (Meerkat)	13453	7761	5692	162	887	14502	carnivora_odb10	93	0	0.0	0	0	Unknown
UP000475037	Metazoa	Chordata	Mammalia	Carnivora	Hyaenidae	Crocuta	Crocuta crocuta	3	9678	Crocuta crocuta (Spotted hyena)	10729	10644	85	348	3425	14502	carnivora_odb10	76	0	0.0	0	0	Unknown
UP000248482	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Enhydra	Enhydra lutris	3	391180	Enhydra lutris kenyoni (northern sea otter)	14405	8570	5835	23	74	14502	carnivora_odb10	99	0	0.0	0	0	Unknown
UP000000715	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Mustela	Mustela putorius	3	9669	Mustela putorius furo (European domestic ferret) (Mustela furo)	14384	6304	8080	25	93	14502	carnivora_odb10	99	0	0.0	0	0	Unknown
UP000694425	Metazoa	Chordata	Mammalia	Carnivora	Mustelidae	Neogale	Neogale vison	3	452646	Neovison vison (American mink) (Mustela vison)	13536	9259	4277	205	761	14502	carnivora_odb10	94	0	0.0	0	0	Unknown
UP000245340	Metazoa	Chordata	Mammalia	Carnivora	Odobenidae	Odobenus	Odobenus rosmarus	3	9708	Odobenus rosmarus divergens (Pacific walrus)	12933	10145	2788	55	1514	14502	carnivora_odb10	89	0	0.0	0	0	Unknown
UP000286641	Metazoa	Chordata	Mammalia	Carnivora	Otariidae	Callorhinus	Callorhinus ursinus	4	34884	Callorhinus ursinus (Northern fur seal)	14266	7141	7125	49	187	14502	carnivora_odb10	98	0	0.0	0	0	Unknown
UP000245341	Metazoa	Chordata	Mammalia	Carnivora	Phocidae	Leptonychotes	Leptonychotes weddellii	4	9713	Leptonychotes weddellii (Weddell seal) (Otaria weddellii)	12297	7804	4493	1356	849	14502	carnivora_odb10	94	0	0.0	0	0	Unknown
UP000248481	Metazoa	Chordata	Mammalia	Carnivora	Phocidae	Neomonachus	Neomonachus schauinslandi	5	29088	Neomonachus schauinslandi (Hawaiian monk seal) (Monachus schauinslandi)	14272	9242	5030	77	153	14502	carnivora_odb10	98	0	0.0	0	0	Unknown
UP000008912	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ailuropoda	Ailuropoda melanoleuca	6	9646	Ailuropoda melanoleuca (Giant panda)	13782	7842	5940	140	580	14502	carnivora_odb10	96	0	0.0	0	0	Unknown
UP000291022	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus americanus	4	9643	Ursus americanus (American black bear) (Euarctos americanus)	11450	8084	3366	614	2438	14502	carnivora_odb10	83	0	0.0	0	0	Unknown
UP000261680	Metazoa	Chordata	Mammalia	Carnivora	Ursidae	Ursus	Ursus maritimus	3	29073	Ursus maritimus (Polar bear) (Thalarctos maritimus)	14354	8657	5697	56	92	14502	carnivora_odb10	99	0	0.0	0	0	Unknown
UP000694851	Metazoa	Chordata	Mammalia	Chiroptera	Hipposideridae	Hipposideros	Hipposideros armiger	3	186990	Hipposideros armiger (Great Himalayan leaf-nosed bat)	11422	5845	5577	472	340	12234	laurasiatheria_odb10	97	0	0.0	0	0	Unknown
UP000550707	Metazoa	Chordata	Mammalia	Chiroptera	Molossidae	Molossus	Molossus molossus	4	27622	Molossus molossus (Pallas' mastiff bat) (Vespertilio molossus)	11629	5950	5679	73	532	12234	laurasiatheria_odb10	95	0	0.0	0	0	Unknown
UP000504628	Metazoa	Chordata	Mammalia	Chiroptera	Phyllostomidae	Phyllostomus	Phyllostomus discolor	4	89673	Phyllostomus discolor (pale spear-nosed bat)	12051	6018	6033	38	145	12234	laurasiatheria_odb10	98	0	0.0	0	0	Unknown
UP000010552	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	Pteropus alecto	3	9402	Pteropus alecto (Black flying fox)	9992	9959	33	689	1553	12234	laurasiatheria_odb10	87	0	0.0	0	0	Unknown
UP000515202	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Pteropus	Pteropus vampyrus	4	132908	Pteropus vampyrus (Large flying fox)	11616	6648	4968	351	267	12234	laurasiatheria_odb10	97	0	0.0	0	0	Unknown
UP000593571	Metazoa	Chordata	Mammalia	Chiroptera	Pteropodidae	Rousettus	Rousettus aegyptiacus	4	9407	Rousettus aegyptiacus (Egyptian fruit bat) (Pteropus aegyptiacus)	11724	5569	6155	55	455	12234	laurasiatheria_odb10	96	0	0.0	0	0	Unknown
UP000472240	Metazoa	Chordata	Mammalia	Chiroptera	Rhinolophidae	Rhinolophus	Rhinolophus ferrumequinum	4	59479	Rhinolophus ferrumequinum (Greater horseshoe bat)	11901	7733	4168	82	251	12234	laurasiatheria_odb10	97	0	0.0	0	0	Unknown
UP000052978	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis brandtii	3	109478	Myotis brandtii (Brandt's bat)	8909	8736	173	834	2491	12234	laurasiatheria_odb10	79	0	0.0	0	0	Unknown
UP000010556	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis davidii	3	225400	Myotis davidii (David's myotis)	6975	6912	63	867	4392	12234	laurasiatheria_odb10	64	0	0.0	0	0	Unknown
UP000001074	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis lucifugus	3	59463	Myotis lucifugus (Little brown bat)	10849	10219	630	342	1043	12234	laurasiatheria_odb10	91	0	0.0	0	0	Unknown
UP000527355	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Myotis	Myotis myotis	3	51298	Myotis myotis (Greater mouse-eared bat)	11651	6808	4843	62	521	12234	laurasiatheria_odb10	95	0	0.0	0	0	Unknown
UP000558488	Metazoa	Chordata	Mammalia	Chiroptera	Vespertilionidae	Pipistrellus	Pipistrellus kuhlii	3	59472	Pipistrellus kuhlii (Kuhl's pipistrelle)	11529	6963	4566	65	640	12234	laurasiatheria_odb10	94	0	0.0	0	0	Unknown
UP000007648	Metazoa	Chordata	Mammalia	Dasyuromorphia	Dasyuridae	Sarcophilus	Sarcophilus harrisii	4	9305	Sarcophilus harrisii (Tasmanian devil) (Sarcophilus laniarius)	8401	4363	4038	145	680	9226	mammalia_odb10	92	0	0.0	0	0	Unknown
UP000002280	Metazoa	Chordata	Mammalia	Didelphimorphia	Didelphidae	Monodelphis	Monodelphis domestica	3	13616	Monodelphis domestica (Gray short-tailed opossum)	8062	4895	3167	204	960	9226	mammalia_odb10	89	0	0.0	0	0	Unknown
UP000515140	Metazoa	Chordata	Mammalia	Diprotodontia	Phascolarctidae	Phascolarctos	Phascolarctos cinereus	4	38626	Phascolarctos cinereus (Koala)	9053	4735	4318	41	132	9226	mammalia_odb10	98	0	0.0	0	0	Unknown
UP000314987	Metazoa	Chordata	Mammalia	Diprotodontia	Vombatidae	Vombatus	Vombatus ursinus	3	29139	Vombatus ursinus (Common wombat)	8417	5348	3069	201	608	9226	mammalia_odb10	93	0	0.0	0	0	Unknown
UP000079721	Metazoa	Chordata	Mammalia	Eulipotyphla	Erinaceidae	Erinaceus	Erinaceus europaeus	3	9365	Erinaceus europaeus (Western European hedgehog)	11614	8235	3379	244	376	12234	laurasiatheria_odb10	96	0	0.0	0	0	Unknown
UP000700334	Metazoa	Chordata	Mammalia	Eulipotyphla	Talpidae	Galemys	Galemys pyrenaicus	3	202257	Galemys pyrenaicus (Iberian desman) (Pyrenean desman)	10113	10040	73	788	1333	12234	laurasiatheria_odb10	89	0	0.0	0	0	Unknown
UP000001811	Metazoa	Chordata	Mammalia	Lagomorpha	Leporidae	Oryctolagus	Oryctolagus cuniculus	3	9986	Oryctolagus cuniculus (Rabbit)	11694	6257	5437	319	1785	13798	glires_odb10	87	0	0.0	0	0	Unknown
UP000002279	Metazoa	Chordata	Mammalia	Monotremata	Ornithorhynchidae	Ornithorhynchus	Ornithorhynchus anatinus	7	9258	Ornithorhynchus anatinus (Duckbill platypus)	7895	4644	3251	240	1091	9226	mammalia_odb10	88	0	0.0	0	0	Unknown
UP000504623	Metazoa	Chordata	Mammalia	NA	Chrysochloridae	Chrysochloris	Chrysochloris asiatica	3	185453	Chrysochloris asiatica (Cape golden mole)	11086	9337	1749	105	175	11366	eutheria_odb10	98	0	0.0	0	0	Unknown
UP000694387	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus asinus	5	9793	Equus asinus (Donkey) (Equus africanus asinus)	11879	4782	7097	127	228	12234	laurasiatheria_odb10	98	0	0.0	0	0	Unknown
UP000002281	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus	8	9796	Equus caballus (Horse)	11793	2730	9063	91	350	12234	laurasiatheria_odb10	97	0	0.0	0	0	Unknown
UP000551758	Metazoa	Chordata	Mammalia	Perissodactyla	Rhinocerotidae	Diceros	Diceros bicornis	3	77932	Diceros bicornis minor (South-central black rhinoceros)	8821	8799	22	1154	2259	12234	laurasiatheria_odb10	81	0	0.0	0	0	Unknown
UP000233020	Metazoa	Chordata	Mammalia	Primates	Aotidae	Aotus	Aotus nancymaae	5	37293	Aotus nancymaae (Ma's night monkey)	12978	7060	5918	105	697	13780	primates_odb10	94	0	0.0	0	0	Unknown
UP000008225	Metazoa	Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix jacchus	6	9483	Callithrix jacchus (White-tufted-ear marmoset)	13227	6401	6826	62	491	13780	primates_odb10	96	0	0.0	0	0	Unknown
UP000233040	Metazoa	Chordata	Mammalia	Primates	Cebidae	Cebus	Cebus imitator	6	2715852	Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator)	12988	7777	5211	121	671	13780	primates_odb10	95	0	0.0	0	0	Unknown
UP000233220	Metazoa	Chordata	Mammalia	Primates	Cebidae	Saimiri	Saimiri boliviensis	5	39432	Saimiri boliviensis boliviensis (Bolivian squirrel monkey)	12835	7024	5811	194	751	13780	primates_odb10	94	0	0.0	0	0	Unknown
UP000504640	Metazoa	Chordata	Mammalia	Primates	Cebidae	Sapajus	Sapajus apella	4	9515	Sapajus apella (Brown-capped capuchin) (Cebus apella)	13538	5732	7806	132	110	13780	primates_odb10	99	0	0.0	0	0	Unknown
UP000233060	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Cercocebus	Cercocebus atys	5	9531	Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys)	13274	6928	6346	60	446	13780	primates_odb10	96	0	0.0	0	0	Unknown
