protein_acc	proteome_acc	species
A0A6P6SDP1	UP000515148	Coffea arabica
A0A6P6SDQ3	UP000515148	Coffea arabica
A0A6P6SDS1	UP000515148	Coffea arabica
A0A6P6SDS2	UP000515148	Coffea arabica
A0A6P6SFS2	UP000515148	Coffea arabica
A0A6P6V020	UP000515148	Coffea arabica
A0A6P6V179	UP000515148	Coffea arabica
A0A6P6VJH1	UP000515148	Coffea arabica
A0A6P6VJM4	UP000515148	Coffea arabica
A0A6P6VKB5	UP000515148	Coffea arabica
A0A6P6VKZ6	UP000515148	Coffea arabica
A0A6P6VQA2	UP000515148	Coffea arabica
A0A6P6W054	UP000515148	Coffea arabica
A0A6P6W1R7	UP000515148	Coffea arabica
A0A6P6W1S2	UP000515148	Coffea arabica
A0A6P6W1W1	UP000515148	Coffea arabica
A0A6P6W324	UP000515148	Coffea arabica
A0A6P6W329	UP000515148	Coffea arabica
A0A6P6W8K5	UP000515148	Coffea arabica
A0A6P7HLH2	UP000515145	Parambassis ranga
A0A6P7HX38	UP000515145	Parambassis ranga
A0A6P7I321	UP000515145	Parambassis ranga
A0A6P7JDS1	UP000515145	Parambassis ranga
A0A6P7JLN0	UP000515145	Parambassis ranga
A0A6P7K693	UP000515145	Parambassis ranga
A0A6P7LD16	UP000515150	Betta splendens
A0A6P7LE96	UP000515150	Betta splendens
A0A6P7LXQ7	UP000515150	Betta splendens
A0A6P7LYR8	UP000515150	Betta splendens
A0A6P7NI18	UP000515150	Betta splendens
A0A6P7PDL3	UP000515150	Betta splendens
A0A6P7PG57	UP000515150	Betta splendens
A0A6P7S550	UP000515154	Octopus vulgaris
A0A6P7S5P2	UP000515154	Octopus vulgaris
A0A6P7S5R8	UP000515154	Octopus vulgaris
A0A6P7S5V1	UP000515154	Octopus vulgaris
A0A6P7S7A7	UP000515154	Octopus vulgaris
A0A6P7S7Y8	UP000515154	Octopus vulgaris
A0A6P7S851	UP000515154	Octopus vulgaris
A0A6P7SDC4	UP000515154	Octopus vulgaris
A0A6P7SER3	UP000515154	Octopus vulgaris
A0A6P7T4X6	UP000515154	Octopus vulgaris
A0A6P7TQ10	UP000515154	Octopus vulgaris
A0A6P7WYI7	UP000515156	Microcaecilia unicolor
A0A6P7XRU2	UP000515156	Microcaecilia unicolor
A0A6P7XSA6	UP000515156	Microcaecilia unicolor
A0A6P8AME8	UP000515153	Pyricularia grisea
A0A6P8AU99	UP000515153	Pyricularia grisea
A0A6P8AYP6	UP000515153	Pyricularia grisea
A0A6P8AZ63	UP000515153	Pyricularia grisea
A0A6P8AZF3	UP000515153	Pyricularia grisea
A0A6P8B315	UP000515153	Pyricularia grisea
A0A6P8B4K3	UP000515153	Pyricularia grisea
A0A6P8B8G8	UP000515153	Pyricularia grisea
A0A6P8BBR4	UP000515153	Pyricularia grisea
A0A6P8BEE0	UP000515153	Pyricularia grisea
A0A6P8BIK3	UP000515153	Pyricularia grisea
A0A6P8BJE5	UP000515153	Pyricularia grisea
A0A6P8BJH6	UP000515153	Pyricularia grisea
A0A6P8BK20	UP000515153	Pyricularia grisea
A0A6P8BKM3	UP000515153	Pyricularia grisea
A0A6P8BLM6	UP000515153	Pyricularia grisea
A0A6P8BM78	UP000515153	Pyricularia grisea
A0A6P8H174	UP000515152	Clupea harengus
A0A6P8HAX5	UP000515163	Actinia tenebrosa
A0A6P8HXM1	UP000515163	Actinia tenebrosa
A0A6P8I080	UP000515163	Actinia tenebrosa
A0A6P8I0S2	UP000515163	Actinia tenebrosa
A0A6P8I208	UP000515163	Actinia tenebrosa
A0A6P8I583	UP000515163	Actinia tenebrosa
A0A6P8I8Z5	UP000515163	Actinia tenebrosa
A0A6P8I911	UP000515163	Actinia tenebrosa
A0A6P8IBZ1	UP000515163	Actinia tenebrosa
A0A6P8IFD5	UP000515163	Actinia tenebrosa
A0A6P8IFJ7	UP000515163	Actinia tenebrosa
A0A6P8IHN5	UP000515163	Actinia tenebrosa
A0A6P8IHP8	UP000515163	Actinia tenebrosa
A0A6P8ITZ4	UP000515163	Actinia tenebrosa
A0A6P8IWU9	UP000515163	Actinia tenebrosa
A0A6P8IXP5	UP000515163	Actinia tenebrosa
A0A6P8IXU5	UP000515163	Actinia tenebrosa
A0A6P8RID2	UP000515159	Geotrypetes seraphini
A0A6P8RJ23	UP000515159	Geotrypetes seraphini
A0A6P8RJZ1	UP000515159	Geotrypetes seraphini
A0A6P8SWS2	UP000515161	Gymnodraco acuticeps
A0A6P8SWX4	UP000515161	Gymnodraco acuticeps
A0A6P8T6M3	UP000515161	Gymnodraco acuticeps
A0A6P8TMZ0	UP000515161	Gymnodraco acuticeps
A0A6P8TY54	UP000515161	Gymnodraco acuticeps
A0A6P8VSU0	UP000515161	Gymnodraco acuticeps
A0A6P9B336	UP000515157	Pantherophis guttatus
A0A6P9BEB3	UP000515157	Pantherophis guttatus
A0A6P9C0R9	UP000515157	Pantherophis guttatus
A0A6P9C0T3	UP000515157	Pantherophis guttatus
A0A6Q2WQT1	UP000265140	Esox lucius
A0A6Q2X341	UP000265140	Esox lucius
A0A6Q2XIH0	UP000265140	Esox lucius
A0A6Q2XKY1	UP000265140	Esox lucius
A0A6Q2XLM6	UP000265140	Esox lucius
A0A6Q2XXP6	UP000265140	Esox lucius
A0A6Q2XZA4	UP000265140	Esox lucius
A0A6Q2Y715	UP000265140	Esox lucius
A0A6Q2YPD2	UP000265140	Esox lucius
A0A6Q2Z6S2	UP000265140	Esox lucius
A0A6Q2ZF86	UP000265140	Esox lucius
A0A6S7FNS9	UP001152795	Paramuricea clavata
A0A6S7FV99	UP001152795	Paramuricea clavata
A0A6S7G5G2	UP001152795	Paramuricea clavata
A0A6S7GH91	UP001152795	Paramuricea clavata
A0A6S7H268	UP001152795	Paramuricea clavata
A0A6S7H2E1	UP001152795	Paramuricea clavata
A0A6S7H5T9	UP001152795	Paramuricea clavata
A0A6S7H6Z2	UP001152795	Paramuricea clavata
A0A6S7HJV0	UP001152795	Paramuricea clavata
A0A6S7HU98	UP001152795	Paramuricea clavata
A0A6S7I642	UP001152795	Paramuricea clavata
A0A6S7I8G6	UP001152795	Paramuricea clavata
A0A6S7IGK9	UP001152795	Paramuricea clavata
A0A6S7IY75	UP001152795	Paramuricea clavata
A0A6S7JHK8	UP001152795	Paramuricea clavata
A0A6S7JHU5	UP001152795	Paramuricea clavata
A0A6S7JII0	UP001152795	Paramuricea clavata
A0A6V7TIR8	UP000580250	Meloidogyne enterolobii
A0A6V7TZ26	UP000580250	Meloidogyne enterolobii
A0A6V7TZ29	UP000580250	Meloidogyne enterolobii
A0A6V7TZ36	UP000580250	Meloidogyne enterolobii
A0A6V7TZ70	UP000580250	Meloidogyne enterolobii
A0A6V7TZ71	UP000580250	Meloidogyne enterolobii
A0A6V7TZG9	UP000580250	Meloidogyne enterolobii
A0A6V7TZH9	UP000580250	Meloidogyne enterolobii
A0A6V7TZW7	UP000580250	Meloidogyne enterolobii
A0A6V7TZX7	UP000580250	Meloidogyne enterolobii
A0A6V7U0J2	UP000580250	Meloidogyne enterolobii
A0A6V7U0V9	UP000580250	Meloidogyne enterolobii
A0A6V7U1J5	UP000580250	Meloidogyne enterolobii
A0A6V7U2J9	UP000580250	Meloidogyne enterolobii
A0A6V7UU52	UP000580250	Meloidogyne enterolobii
A0A6V7UZ84	UP000580250	Meloidogyne enterolobii
A0A6V7V0T1	UP000580250	Meloidogyne enterolobii
A0A6V7V3C8	UP000580250	Meloidogyne enterolobii
A0A6V7V3D6	UP000580250	Meloidogyne enterolobii
A0A6V7V3E0	UP000580250	Meloidogyne enterolobii
A0A6V7V3G2	UP000580250	Meloidogyne enterolobii
A0A6V7V3K8	UP000580250	Meloidogyne enterolobii
A0A6V7V3L9	UP000580250	Meloidogyne enterolobii
A0A6V7V3M0	UP000580250	Meloidogyne enterolobii
A0A6V7V401	UP000580250	Meloidogyne enterolobii
A0A6V7V409	UP000580250	Meloidogyne enterolobii
A0A6V7V504	UP000580250	Meloidogyne enterolobii
A0A6V7V513	UP000580250	Meloidogyne enterolobii
A0A6V7V5E6	UP000580250	Meloidogyne enterolobii
A0A6V7V5F6	UP000580250	Meloidogyne enterolobii
A0A6V7V5M4	UP000580250	Meloidogyne enterolobii
A0A6V7VQU2	UP000580250	Meloidogyne enterolobii
A0A6V7VT06	UP000580250	Meloidogyne enterolobii
A0A6V7VXB7	UP000580250	Meloidogyne enterolobii
A0A6V7W057	UP000580250	Meloidogyne enterolobii
A0A6V7W4E8	UP000580250	Meloidogyne enterolobii
A0A6V7W4Q4	UP000580250	Meloidogyne enterolobii
A0A6V7W5Z2	UP000580250	Meloidogyne enterolobii
A0A6V7W982	UP000580250	Meloidogyne enterolobii
A0A6V7WY80	UP000580250	Meloidogyne enterolobii
A0A6V7X2H4	UP000580250	Meloidogyne enterolobii
A0A6V7X5B9	UP000580250	Meloidogyne enterolobii
A0A6V7X5C5	UP000580250	Meloidogyne enterolobii
A0A6V7X5U8	UP000580250	Meloidogyne enterolobii
A0A6V7X6U0	UP000580250	Meloidogyne enterolobii
A0A6V7X733	UP000580250	Meloidogyne enterolobii
A0A6V7XAT7	UP000580250	Meloidogyne enterolobii
A0A6V7XRR8	UP000580250	Meloidogyne enterolobii
A0A6V7XRY6	UP000580250	Meloidogyne enterolobii
A0A6V7XS48	UP000580250	Meloidogyne enterolobii
A0A6V7XS50	UP000580250	Meloidogyne enterolobii
A0A6V7Y6T9	UP000580250	Meloidogyne enterolobii
A0A6V7Y981	UP000580250	Meloidogyne enterolobii
A0A6V8R0R1	UP000517252	Trichoderma asperellum
A0A6V8R0Z5	UP000517252	Trichoderma asperellum
A0A7C8I2F1	UP000481861	Massariosphaeria phaeospora
A0A7C8I610	UP000481861	Massariosphaeria phaeospora
A0A7C8I6S9	UP000481861	Massariosphaeria phaeospora
A0A7C8I7T2	UP000481861	Massariosphaeria phaeospora
A0A7C8I9R9	UP000481861	Massariosphaeria phaeospora
A0A7C8IE08	UP000481861	Massariosphaeria phaeospora
A0A7C8IGQ8	UP000481861	Massariosphaeria phaeospora
A0A7C8IHL7	UP000481861	Massariosphaeria phaeospora
A0A7C8IKH9	UP000481861	Massariosphaeria phaeospora
A0A7C8IMI0	UP000481858	Xylaria multiplex
A0A7C8INN8	UP000481858	Xylaria multiplex
A0A7C8INS5	UP000481858	Xylaria multiplex
A0A7C8IQU8	UP000481858	Xylaria multiplex
A0A7C8IT31	UP000481858	Xylaria multiplex
A0A7C8IUS4	UP000481858	Xylaria multiplex
A0A7C8J7Y8	UP000481858	Xylaria multiplex
A0A7C8M196	UP000481861	Massariosphaeria phaeospora
A0A7C8M1F0	UP000481861	Massariosphaeria phaeospora
A0A7C8M1Q1	UP000481861	Massariosphaeria phaeospora
A0A7C8MA78	UP000481861	Massariosphaeria phaeospora
A0A7C8MC86	UP000481861	Massariosphaeria phaeospora
A0A7C8MEQ8	UP000481861	Massariosphaeria phaeospora
A0A7C8MI21	UP000481861	Massariosphaeria phaeospora
A0A7C8MIV3	UP000481858	Xylaria multiplex
A0A7C8MM57	UP000481858	Xylaria multiplex
A0A7C8MNV9	UP000481858	Xylaria multiplex
A0A7C8MQB2	UP000481858	Xylaria multiplex
A0A7C8MQM8	UP000481858	Xylaria multiplex
A0A7C8MUA2	UP000481858	Xylaria multiplex
A0A7C8MWQ0	UP000481858	Xylaria multiplex
A0A7C8MY70	UP000481858	Xylaria multiplex
A0A7C8MYP4	UP000481858	Xylaria multiplex
A0A7C8NDA9	UP000481858	Xylaria multiplex
A0A7D8B8W2	UP000515496	Granulicella sp. 5B5
A0A7D8UJQ4	UP000481288	Lachnellula cervina
A0A7D8UM11	UP000481288	Lachnellula cervina
A0A7D8UMM7	UP000481288	Lachnellula cervina
A0A7D8UYH4	UP000481288	Lachnellula cervina
A0A7D8YU95	UP000481288	Lachnellula cervina
A0A7D8YV71	UP000481288	Lachnellula cervina
A0A7D8YX93	UP000481288	Lachnellula cervina
A0A7D9D8S5	UP001152795	Paramuricea clavata
A0A7D9DB32	UP001152795	Paramuricea clavata
A0A7D9ED42	UP001152795	Paramuricea clavata
A0A7D9EG51	UP001152795	Paramuricea clavata
A0A7D9EQ06	UP001152795	Paramuricea clavata
A0A7D9F0F7	UP001152795	Paramuricea clavata
A0A7D9HJ43	UP001152795	Paramuricea clavata
A0A7D9HKT2	UP001152795	Paramuricea clavata
A0A7D9HL30	UP001152795	Paramuricea clavata
A0A7D9HRB6	UP001152795	Paramuricea clavata
A0A7D9IPL3	UP001152795	Paramuricea clavata
A0A7D9IRV5	UP001152795	Paramuricea clavata
A0A7D9IU48	UP001152795	Paramuricea clavata
A0A7D9IUI2	UP001152795	Paramuricea clavata
A0A7D9IW08	UP001152795	Paramuricea clavata
A0A7D9J4R1	UP001152795	Paramuricea clavata
A0A7D9J5S3	UP001152795	Paramuricea clavata
A0A7D9LRM2	UP001152795	Paramuricea clavata
A0A7E4VF65	UP000492821	Panagrellus redivivus
A0A7E4VH69	UP000492821	Panagrellus redivivus
A0A7E4W5S9	UP000492821	Panagrellus redivivus
A0A7E4WAD2	UP000492821	Panagrellus redivivus
A0A7E4ZX04	UP000492821	Panagrellus redivivus
A0A7E6CJR0	UP000504628	Phyllostomus discolor
A0A7E6EGY5	UP000515154	Octopus vulgaris
A0A7E6EME7	UP000515154	Octopus vulgaris
A0A7E6EN34	UP000515154	Octopus vulgaris
A0A7E6EN69	UP000515154	Octopus vulgaris
A0A7E6ENM2	UP000515154	Octopus vulgaris
A0A7E6EP82	UP000515154	Octopus vulgaris
A0A7E6EPH5	UP000515154	Octopus vulgaris
A0A7E6EPK6	UP000515154	Octopus vulgaris
A0A7E6EPM9	UP000515154	Octopus vulgaris
A0A7E6ER30	UP000515154	Octopus vulgaris
A0A7E6FRZ6	UP000515154	Octopus vulgaris
A0A7F8KE42	UP000248483	Delphinapterus leucas
A0A7F8QT68	UP000245341	Leptonychotes weddellii
A0A7G1PA05	UP000516444	Streptomyces aurantiacus
A0A7G5C193	UP000515679	Cohnella cholangitidis
A0A7G5M0S5	UP000515537	Mumia sp. ZJ1417
A0A7G5ZA97	UP000515434	Massilia sp. Dwa41.01b
A0A7G7BFV3	UP000515307	Streptomyces finlayi
A0A7G8DJS1	UP000515248	Synechococcus sp. BIOS-U3-1
A0A7G9BGH6	UP000515877	Olivibacter sp. SDN3
A0A7H0HS39	UP000516230	Streptomyces genisteinicus
A0A7H0HWV2	UP000516230	Streptomyces genisteinicus
A0A7H0LH09	UP000516148	Sphingomonas alpina
A0A7H1B831	UP000516428	Streptomyces xanthii
A0A7H8IVV4	UP000509142	Streptomyces sp. NA02950
A0A7H8JRW1	UP000509509	Streptomyces sp. NA04227
A0A7H8QJ09	UP000509510	Talaromyces rugulosus
A0A7H8QP42	UP000509510	Talaromyces rugulosus
A0A7H8QRN6	UP000509510	Talaromyces rugulosus
A0A7H8R1G7	UP000509510	Talaromyces rugulosus
A0A7H8R8H9	UP000509510	Talaromyces rugulosus
A0A7H8RB58	UP000509510	Talaromyces rugulosus
A0A7H8RBQ9	UP000509510	Talaromyces rugulosus
A0A7I3ZAZ7	UP000006727	Physcomitrium patens
A0A7I4A3E3	UP000006727	Physcomitrium patens
A0A7I4K6K6	UP000006672	Brugia malayi
A0A7I4NJW8	UP000006672	Brugia malayi
A0A7I8KJV7	UP000663760	Spirodela intermedia
A0A7I8KKF5	UP000663760	Spirodela intermedia
A0A7I8L249	UP000663760	Spirodela intermedia
A0A7I8L253	UP000663760	Spirodela intermedia
A0A7I8L2D1	UP000663760	Spirodela intermedia
A0A7I8L3A4	UP000663760	Spirodela intermedia
A0A7I8L486	UP000663760	Spirodela intermedia
A0A7J0CC49	UP000498980	Streptomyces fulvorobeus
A0A7J0CCQ1	UP000498980	Streptomyces fulvorobeus
A0A7J0E088	UP000585474	Actinidia rufa
A0A7J0F049	UP000585474	Actinidia rufa
A0A7J0F1S0	UP000585474	Actinidia rufa
A0A7J0G612	UP000585474	Actinidia rufa
A0A7J5XLF9	UP000518266	Dissostichus mawsoni
A0A7J5XUG5	UP000518266	Dissostichus mawsoni
A0A7J5Y3H3	UP000518266	Dissostichus mawsoni
A0A7J5YRP0	UP000518266	Dissostichus mawsoni
A0A7J5ZQC8	UP000593565	Ameiurus melas
A0A7J6AJ19	UP000593565	Ameiurus melas
A0A7J6AT51	UP000593565	Ameiurus melas
A0A7J6AWZ0	UP000593565	Ameiurus melas
A0A7J6CMY4	UP000579812	Onychostoma macrolepis
A0A7J6CT02	UP000579812	Onychostoma macrolepis
A0A7J6DJA2	UP000579812	Onychostoma macrolepis
A0A7J6E7L5	UP000583929	Cannabis sativa
A0A7J6EKE4	UP000583929	Cannabis sativa
A0A7J6EZF1	UP000583929	Cannabis sativa
A0A7J6GE54	UP000583929	Cannabis sativa
A0A7J6HFJ2	UP000583929	Cannabis sativa
A0A7J6HS67	UP000583929	Cannabis sativa
A0A7J6HTX3	UP000583929	Cannabis sativa
A0A7J6HV93	UP000583929	Cannabis sativa
A0A7J6HVJ2	UP000583929	Cannabis sativa
A0A7J6HWS4	UP000583929	Cannabis sativa
A0A7J6IF95	UP000011096	Colletotrichum fructicola
A0A7J6II82	UP000011096	Colletotrichum fructicola
A0A7J6ITF9	UP000011096	Colletotrichum fructicola
A0A7J6IUN5	UP000011096	Colletotrichum fructicola
A0A7J6IVS7	UP000011096	Colletotrichum fructicola
A0A7J6IXY4	UP000011096	Colletotrichum fructicola
A0A7J6J1N9	UP000011096	Colletotrichum fructicola
A0A7J6J2J1	UP000011096	Colletotrichum fructicola
A0A7J6J5I0	UP000011096	Colletotrichum fructicola
A0A7J6J5U3	UP000011096	Colletotrichum fructicola
A0A7J6JBY0	UP000011096	Colletotrichum fructicola
A0A7J6JPL9	UP000011096	Colletotrichum fructicola
A0A7J6US79	UP000554482	Thalictrum thalictroides
A0A7J6UTM6	UP000554482	Thalictrum thalictroides
A0A7J6V6H0	UP000554482	Thalictrum thalictroides
A0A7J6V6N7	UP000554482	Thalictrum thalictroides
A0A7J6VBU9	UP000554482	Thalictrum thalictroides
A0A7J6VGC8	UP000554482	Thalictrum thalictroides
A0A7J6VK32	UP000554482	Thalictrum thalictroides
A0A7J6VTT8	UP000554482	Thalictrum thalictroides
A0A7J6W016	UP000554482	Thalictrum thalictroides
A0A7J6WFH5	UP000554482	Thalictrum thalictroides
A0A7J6WM63	UP000554482	Thalictrum thalictroides
A0A7J6WQL6	UP000554482	Thalictrum thalictroides
A0A7J6X4S8	UP000554482	Thalictrum thalictroides
A0A7J6X6F8	UP000554482	Thalictrum thalictroides
A0A7J6X759	UP000554482	Thalictrum thalictroides
A0A7J6X8X7	UP000554482	Thalictrum thalictroides
A0A7J7BZ93	UP000593562	Tripterygium wilfordii
A0A7J7BZA3	UP000593562	Tripterygium wilfordii
A0A7J7BZA5	UP000593562	Tripterygium wilfordii
A0A7J7BZB9	UP000593562	Tripterygium wilfordii
A0A7J7EAG6	UP000551758	Diceros bicornis
A0A7J7EY86	UP000551758	Diceros bicornis
A0A7J7FHG5	UP000551758	Diceros bicornis
A0A7J7GUX9	UP000593564	Camellia sinensis
A0A7J7GVH6	UP000593564	Camellia sinensis
A0A7J7GY73	UP000593564	Camellia sinensis
A0A7J7J2C8	UP000593567	Bugula neritina
A0A7J7L126	UP000541444	Kingdonia uniflora
A0A7J7MFK5	UP000541444	Kingdonia uniflora
A0A7J7MG66	UP000541444	Kingdonia uniflora
A0A7J7MGC1	UP000541444	Kingdonia uniflora
A0A7J7N7B4	UP000541444	Kingdonia uniflora
A0A7J7N7M0	UP000541444	Kingdonia uniflora
A0A7J7N7W7	UP000541444	Kingdonia uniflora
A0A7J7NY73	UP000541444	Kingdonia uniflora
A0A7J7NY85	UP000541444	Kingdonia uniflora
A0A7J7NY94	UP000541444	Kingdonia uniflora
A0A7J7NYA6	UP000541444	Kingdonia uniflora
A0A7J7PZP1	UP000588193	Scenedesmus sp. NREL 46B-D3
A0A7J7QNL8	UP000588193	Scenedesmus sp. NREL 46B-D3
A0A7J7URV0	UP000527355	Myotis myotis
A0A7J7VLC7	UP000527355	Myotis myotis
A0A7J7W4I4	UP000558488	Pipistrellus kuhlii
A0A7J7X2K3	UP000558488	Pipistrellus kuhlii
A0A7J7Z1H4	UP000527355	Myotis myotis
A0A7J7ZGX8	UP000558488	Pipistrellus kuhlii
A0A7J8DWG3	UP000593571	Rousettus aegyptiacus
A0A7J8DWG4	UP000593571	Rousettus aegyptiacus
A0A7J8EH30	UP000550707	Molossus molossus
A0A7J8EV58	UP000550707	Molossus molossus
A0A7J8EWF3	UP000550707	Molossus molossus
A0A7J8GJS6	UP000550707	Molossus molossus
A0A7J8H8X7	UP000593571	Rousettus aegyptiacus
A0A7J8IVX8	UP000593571	Rousettus aegyptiacus
A0A7J8LXC4	UP000593572	Gossypium lobatum
A0A7J8LZG0	UP000593572	Gossypium lobatum
A0A7J8MBU9	UP000593572	Gossypium lobatum
A0A7J8MVB0	UP000593572	Gossypium lobatum
A0A7J8MVH9	UP000593572	Gossypium lobatum
A0A7J8MXJ5	UP000593572	Gossypium lobatum
A0A7J8RKV6	UP000593561	Gossypium davidsonii
A0A7J8RMV1	UP000593561	Gossypium davidsonii
A0A7J8SL55	UP000593561	Gossypium davidsonii
A0A7J8SLW2	UP000593561	Gossypium davidsonii
A0A7J8SNY0	UP000593561	Gossypium davidsonii
A0A7J8TIT6	UP000593561	Gossypium davidsonii
A0A7J8UG10	UP000593573	Gossypium klotzschianum
A0A7J8UIR6	UP000593573	Gossypium klotzschianum
A0A7J8VIL6	UP000593573	Gossypium klotzschianum
A0A7J8VJI4	UP000593573	Gossypium klotzschianum
A0A7J8VK25	UP000593573	Gossypium klotzschianum
A0A7J8VK94	UP000593573	Gossypium klotzschianum
A0A7J8WDB2	UP000593573	Gossypium klotzschianum
A0A7J8XLD5	UP000593577	Gossypium aridum
A0A7J8Y4D5	UP000593577	Gossypium aridum
A0A7J8Y4W9	UP000593577	Gossypium aridum
A0A7J8Y586	UP000593577	Gossypium aridum
A0A7J8Y5Q3	UP000593577	Gossypium aridum
A0A7J8Y5R6	UP000593577	Gossypium aridum
A0A7J8Y631	UP000593577	Gossypium aridum
A0A7J8Y6I9	UP000593577	Gossypium aridum
A0A7J8ZL86	UP000593574	Gossypium laxum
A0A7J8ZMH4	UP000593574	Gossypium laxum
A0A7J8ZZ02	UP000593574	Gossypium laxum
A0A7J9AH22	UP000593574	Gossypium laxum
A0A7J9AH80	UP000593574	Gossypium laxum
A0A7J9AIA0	UP000593574	Gossypium laxum
A0A7J9AIE8	UP000593574	Gossypium laxum
A0A7J9BSD6	UP000593579	Gossypium gossypioides
A0A7J9BUD6	UP000593579	Gossypium gossypioides
A0A7J9CHP9	UP000593579	Gossypium gossypioides
A0A7J9CHS6	UP000593579	Gossypium gossypioides
A0A7J9CIK1	UP000593579	Gossypium gossypioides
A0A7J9E070	UP000593568	Gossypium trilobum
A0A7J9E2S8	UP000593568	Gossypium trilobum
A0A7J9EF70	UP000593568	Gossypium trilobum
A0A7J9EYM6	UP000593568	Gossypium trilobum
A0A7J9EZV1	UP000593568	Gossypium trilobum
A0A7J9F0I4	UP000593568	Gossypium trilobum
A0A7J9F1T9	UP000593568	Gossypium trilobum
A0A7J9GNT4	UP000593560	Gossypium harknessii
A0A7J9GRC7	UP000593560	Gossypium harknessii
A0A7J9HMB7	UP000593560	Gossypium harknessii
A0A7J9HNL0	UP000593560	Gossypium harknessii
A0A7J9HNL9	UP000593560	Gossypium harknessii
A0A7J9HNN5	UP000593560	Gossypium harknessii
A0A7J9HPH0	UP000593560	Gossypium harknessii
A0A7J9HQ07	UP000593560	Gossypium harknessii
A0A7J9J501	UP000593575	Gossypium armourianum
A0A7J9JIE7	UP000593575	Gossypium armourianum
A0A7J9JZ04	UP000593575	Gossypium armourianum
A0A7J9JZ70	UP000593575	Gossypium armourianum
A0A7J9K0B4	UP000593575	Gossypium armourianum
A0A7J9K117	UP000593575	Gossypium armourianum
A0A7J9LCG8	UP000593576	Gossypium schwendimanii
A0A7J9LVA7	UP000593576	Gossypium schwendimanii
A0A7J9MAI5	UP000593576	Gossypium schwendimanii
A0A7J9MC20	UP000593576	Gossypium schwendimanii
A0A7J9MDZ8	UP000593576	Gossypium schwendimanii
A0A7J9MF11	UP000593576	Gossypium schwendimanii
A0A7J9NBA3	UP000593576	Gossypium schwendimanii
A0A7K0C9D4	UP000466345	Streptomyces smaragdinus
A0A7K1U4P8	UP000461730	Chitinophaga tropicalis
A0A7K2FVK8	UP000452311	Streptomyces sp. SID4985
A0A7K2JNN9	UP000465865	Streptomyces sp. SID5910
A0A7K2Q414	UP000462747	Streptomyces sp. SID7760
A0A7K2QG57	UP000462747	Streptomyces sp. SID7760
A0A7K2TB50	UP000463027	Streptomyces sp. SID8352
A0A7K2XBN7	UP000460669	Streptomyces sp. SID2131
A0A7K2XH17	UP000460669	Streptomyces sp. SID2131
A0A7K2XL97	UP000460669	Streptomyces sp. SID2131
A0A7K2ZJP6	UP000462206	Streptomyces sp. SID2119
A0A7K2ZRX3	UP000462206	Streptomyces sp. SID2119
A0A7K2ZWP0	UP000450869	Streptomyces sp. SID8379
A0A7K3DT80	UP000444212	Streptomyces sp. SID5785
A0A7K3GSS9	UP000451726	Streptomyces sp. SID5789
A0A7K3GW46	UP000451726	Streptomyces sp. SID5789
A0A7K4IWR2	UP000531151	Geococcyx californianus
A0A7K4J192	UP000531151	Geococcyx californianus
A0A7K4JDM9	UP000531151	Geococcyx californianus
A0A7K4JYK1	UP000545332	Crypturellus soui
A0A7K4K5T6	UP000545332	Crypturellus soui
A0A7K4KL67	UP000545332	Crypturellus soui
A0A7K4LK52	UP000534426	Crypturellus undulatus
A0A7K4LM31	UP000534426	Crypturellus undulatus
A0A7K4M033	UP000534426	Crypturellus undulatus
A0A7K4PFP2	UP000560247	Melospiza melodia
A0A7K4PV44	UP000560247	Melospiza melodia
A0A7K4Q1E6	UP000560247	Melospiza melodia
A0A7K4R2Q6	UP000556200	Neopipo cinnamomea
A0A7K4R7X4	UP000556200	Neopipo cinnamomea
A0A7K4REM3	UP000556200	Neopipo cinnamomea
A0A7K4RR87	UP000530263	Columbina picui
A0A7K4RT77	UP000530263	Columbina picui
A0A7K4S3I9	UP000530263	Columbina picui
A0A7K4T2Y4	UP000574691	Burhinus bistriatus
A0A7K4T5Q7	UP000574691	Burhinus bistriatus
A0A7K4TRL8	UP000580691	Sinosuthora webbiana
A0A7K4UJ77	UP000580691	Sinosuthora webbiana
A0A7K4ULA2	UP000580691	Sinosuthora webbiana
A0A7K4UW73	UP000580681	Emberiza fucata
A0A7K4UX05	UP000580681	Emberiza fucata
A0A7K4VSD2	UP000580681	Emberiza fucata
A0A7K4W062	UP000540952	Tachuris rubrigastra
A0A7K4WDT6	UP000540952	Tachuris rubrigastra
A0A7K4WKY7	UP000540952	Tachuris rubrigastra
A0A7K4XR99	UP000529728	Regulus satrapa
A0A7K4XU50	UP000529728	Regulus satrapa
A0A7K4XWQ9	UP000529728	Regulus satrapa
A0A7K4Y7A9	UP000551127	Bucorvus abyssinicus
A0A7K4YR05	UP000551127	Bucorvus abyssinicus
A0A7K4YYA5	UP000551127	Bucorvus abyssinicus
A0A7K4ZG86	UP000517892	Centropus unirufus
A0A7K4ZSQ1	UP000517892	Centropus unirufus
A0A7K4ZX98	UP000517892	Centropus unirufus
A0A7K5AXP8	UP000529852	Furnarius figulus
A0A7K5BFK9	UP000529852	Furnarius figulus
A0A7K5BHE4	UP000529852	Furnarius figulus
A0A7K5BKU5	UP000532252	Motacilla alba
A0A7K5BX09	UP000532252	Motacilla alba
A0A7K5BZF7	UP000532252	Motacilla alba
A0A7K5CUS3	UP000525089	Pachyramphus minor
