DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	species
COLOR	#ff0000
DATA
CDM37049.1	#90caab	Penicillium roqueforti
KAF4636967.1	#3b19ed	Cudoniella acicularis
KAI1408478.1	#73b768	Hypoxylon sp. FL1857
KAF2184778.1	#a40528	Zopfia rhizophila
CAG8954776.1	#406c3a	Hymenoscyphus fraxineus
KAG7294580.1	#0e47c7	Staphylotrichum longicolle
XP_003841654.1	#72de02	Leptosphaeria maculans
KAF2681958.1	#f17375	Lentithecium fluviatile
TFK38415.1	#2b05ca	Crucibulum laeve
KAH3823082.1	#4a03f2	Dreissena polymorpha
RRT54770.1	#00a566	Ensete ventricosum
KAI0114088.1	#9571e2	Nemania sp. FL0031
XP_014490247.1	#ef5fed	Vigna radiata
XP_030997670.1	#2b5c21	Thyridium curvatum
KAF2270939.1	#89c44c	Didymosphaeria enalia
KXS98877.1	#cfb99a	Pseudocercospora eumusae
CZT41031.1	#b1f33d	Rhynchosporium secalis
KAF3000069.1	#134f2c	Curvularia kusanoi
KAG8490245.1	#17e1ae	Gossypium anomalum
AWK28001.1	#5ee0ef	Lumbrineris perkinsi
GBC02448.1	#2e7ba2	Rhizophagus clarus
EDO33361.1	#bc3121	Nematostella vectensis
CCA94922.1	#da8947	Mastigoproctus giganteus
XP_023706200.2	#557c77	Cryptotermes secundus
KAH8518716.1	#d2a95a	Populus deltoides
PLW37481.1	#c17569	Puccinia coronata
WP_093423804.1	#3d473e	nan
WP_077973749.1	#3c277a	Streptomyces tsukubensis
P80476.1	#3639e8	Androctonus australis
KIP02309.1	#c37bb9	Phlebiopsis gigantea
XP_043622604.1	#5c67fc	Erigeron canadensis
WP_157168259.1	#51132b	Streptomyces typhae
PKR94703.1	#0b17d3	Cercospora zeina
KAF4514100.1	#7f2377	Ephemera danica
KAG8981524.1	#4be163	Tulasnella sp. JGI-2019a
XP_035705956.1	#abc98f	Folsomia candida
CAG8447883.1	#b2a4d5	Acaulospora morrowiae
PKS12997.1	#670a99	Lomentospora prolificans
RYP77635.1	#c85bfa	Monosporascus sp. 5C6A
MCH9681197.1	#c0f8f8	Deltaproteobacteria bacterium
SVE74652.1	#3c0854	Daphnia carinata
KAG0469816.1	#a550fe	Vanilla planifolia
KAH7300009.1	#749adb	Ceratopteris richardii
WP_013118775.1	#7fe92c	Cellulomonas flavigena
RKP26898.1	#289d2e	Syncephalis pseudoplumigaleata
KAF9734148.1	#768a11	Paraphaeosphaeria minitans
WP_204025815.1	#b37135	Sinosporangium siamense
XP_043618990.1	#5c67fc	Erigeron canadensis
KAH7135238.1	#a51f3d	Dendryphion nanum
XP_046025409.1	#099c3b	Alternaria rosae
KAG5234925.1	#00424b	Salix suchowensis
KAH9988364.1	#91929f	Russula vinacea
KAI0122406.1	#266008	Daldinia grandis
WP_196516247.1	#facdc3	Nostoc sp. WHI
RQM05722.1	#39521b	Scytalidium sp. 3C
AWK27998.1	#8e35cd	Harrimaniidae sp. EP-2018
OSS54105.1	#82d663	Epicoccum nigrum
KAF2712702.1	#eed299	Pleomassaria siparia
TQN71850.1	#47b7ab	Colletotrichum shisoi
XP_007911158.1	#288420	Phaeoacremonium minimum
XP_041657402.1	#33218d	Cheilinus undulatus
AEE63239.1	#c1a1e8	Dendroctonus ponderosae
CAG5131386.1	#25e3db	Candidula unifasciata
KUI73835.1	#adf9c7	Valsa mali
XP_045476172.1	#5db067	Harmonia axyridis
PVI00478.1	#dea7f6	Periconia macrospinosa
XP_039267892.1	#1e99fe	Styela clava
EFQ95143.1	#8764c1	Pyrenophora teres
KAF7747359.1	#56cb3e	Entomophthora muscae
KMZ66140.1	#1acf0f	Zostera marina
KAF2749170.1	#44da67	Sporormia fimetaria
XP_023741689.1	#8148e8	Lactuca sativa
KAI0770097.1	#f330e0	Fomes fomentarius
KAF2259428.1	#89c44c	Didymosphaeria enalia
XP_022111514.1	#6a8fe3	Acanthaster planci
XP_014203409.1	#0b6e93	Copidosoma floridanum
SVE74040.1	#2dfa8f	Daphnia barbata
KAI0198137.1	#0ae37d	Astrocystis sublimbata
XP_045137659.1	#e03c53	Portunus trituberculatus
KAF8053885.1	#993194	Lyophyllum atratum
KAG7287554.1	#0e47c7	Staphylotrichum longicolle
RLV08779.1	#2d8bea	Streptomyces griseocarneus
PFH53631.1	#ed0d28	Amanita thiersii
KAE8454501.1	#825d91	Helotiales sp. DMI_Dod_QoI
XP_003137307.1	#d3c2e1	Loa loa
RZC34455.1	#f616bc	Asbolus verrucosus
WP_074905859.1	#86134a	Nitrosomonas communis
MCJ1378384.1	#307392	Xylographa soralifera
OXA38134.1	#abc98f	Folsomia candida
OCL09390.1	#4242ca	Glonium stellatum
XP_014553933.1	#0f1f1b	Bipolaris victoriae
MCJ1424230.1	#dc1110	Sticta canariensis
TKR94013.1	#a0f0fd	Steinernema carpocapsae
KAI5780894.1	#7f7d6a	Geopyxis carbonaria
ORX84628.1	#e9d827	Basidiobolus meristosporus
WP_206318445.1	#f26bd2	Streptomyces epipremni
KAF7364338.1	#40cbd6	Mycena sanguinolenta
PIN14147.1	#e1f1cd	Handroanthus impetiginosus
KAI3953170.1	#5c6786	Papaver californicum
KAF2853058.1	#9bc69c	Plenodomus tracheiphilus
XP_024540745.1	#8b33fd	Selaginella moellendorffii
XP_046022928.1	#099c3b	Alternaria rosae
A0A336U966.1	#4cbd59	Aspergillus terreus
XP_017773560.1	#8ed108	Nicrophorus vespilloides
KAF2123203.1	#422f6e	Lophiotrema nucula
WP_093699667.1	#6760b2	Streptomyces sp. 2231.1
XP_047954539.1	#04d11d	Salvia hispanica
XP_021649207.1	#dd3028	Hevea brasiliensis
MYA96793.1	#01f638	Nitrospinae bacterium
KAF9645987.1	#98e94e	Thelephora ganbajun
RDW69196.1	#d534b4	Coleophoma cylindrospora
PWA40363.1	#1cbd15	Artemisia annua
KAI1299453.1	#0d0d1a	Xylaria venustula
XP_044253368.1	#66987c	Tribolium madens
XP_044737474.1	#97f93e	Chrysoperla carnea
KAI1245762.1	#3eb40e	Eutypa lata
KAF2432267.1	#4e9b69	Tothia fuscella
OCT92616.1	#bb8a8c	Xenopus laevis
KHN07285.1	#37c6da	Glycine soja
XP_043165584.1	#38a13d	Alternaria atra
KAI2447898.1	#27b241	Ophidiomyces ophidiicola
URE18661.1	#e534cf	Musa troglodytarum
KAH8885499.1	#7e34fd	Thozetella sp. PMI_491
KAG7298914.1	#4d354d	Plutella xylostella
OXV10999.1	#2f1c61	Elaphomyces granulatus
XP_034332166.1	#bdff2c	Crassostrea gigas
PBK80796.1	#bf9695	Armillaria gallica
XP_040266905.1	#d236f0	Bufo bufo
CAD7225173.1	#80e10e	Cyprideis torosa
RYP06115.1	#1df096	Monosporascus ibericus
KAI5061585.1	#9dee7b	Adiantum capillus-veneris
KAB5586258.1	#3eac4f	Coniochaeta sp. 2T2.1
VDM81981.1	#130ed8	Strongylus vulgaris
PUU72700.1	#e7b9b3	Tuber borchii
RKP22232.1	#289d2e	Syncephalis pseudoplumigaleata
KYB26937.1	#27e955	Tribolium castaneum
PGH00828.1	#273fe0	Helicocarpus griseus
CAE7200437.1	#5191aa	Rhizoctonia solani
KAG4196934.1	#47e846	Gossypium hirsutum
XP_031635012.1	#ba95e0	Contarinia nasturtii
XP_031621669.1	#ba95e0	Contarinia nasturtii
XP_025638178.1	#cf5140	Arachis hypogaea
TMK97516.1	#382073	Actinobacteria bacterium
WP_120631623.1	#8f2f8b	Ruegeria sp. EL01
KAF7753683.1	#56cb3e	Entomophthora muscae
CAG9826090.1	#c32ec0	Diabrotica balteata
GFF59780.1	#ddcfae	Aspergillus udagawae
XP_004292030.2	#5d6b90	Fragaria vesca
KAF5345952.1	#9de666	Leucoagaricus leucothites
AFN41344.1	#3902c4	Cherax quadricarinatus
XP_017079787.2	#59bb46	Drosophila eugracilis
XP_029743895.1	#fead48	Pyricularia pennisetigena
XP_041042137.1	#d2a874	Carcharodon carcharias
XP_033404251.1	#5517d0	Arthroderma uncinatum
KAF2656280.1	#0c9a6a	Lophiostoma macrostomum
RKP09207.1	#0cfead	Thamnocephalis sphaerospora
XP_025880908.1	#4db691	Oryza sativa
CZR50151.1	#3c7216	Phialocephala subalpina
CAG8950727.1	#406c3a	Hymenoscyphus fraxineus
CAD0083225.1	#a79900	Aureobasidium vineae
XP_001219434.1	#ddd6c9	Chaetomium globosum
KAH6989928.1	#a43613	Ilyonectria destructans
POS76954.1	#357e17	Diaporthe helianthi
GFA62604.1	#89ed12	Tanacetum cinerariifolium
WP_018504187.1	#c533fe	Frankia discariae
XP_048446986.1	#e3ff44	Pyrus x bretschneideri
XP_021944143.1	#abc98f	Folsomia candida
OOF92588.1	#437c9c	Aspergillus carbonarius
XP_034333762.1	#bdff2c	Crassostrea gigas
APA15101.1	#de59c8	Sclerotinia sclerotiorum
XP_042432531.1	#c7d513	Zingiber officinale
ETN65646.1	#a1db39	Anopheles darlingi
MCJ1242884.1	#b2bb64	Trapelia coarctata
BAA37085.1	#584a43	Streptomyces griseus
XP_009229396.1	#d8e6f5	Gaeumannomyces tritici
KAH6782515.1	#f47900	Perilla frutescens
CAH0036467.1	#3aa2bf	Clonostachys rhizophaga
KAA0183861.1	#8ccc77	Fasciolopsis buski
CAX46428.1	#e0a912	Odontodactylus scyllarus
XP_045260783.1	#ac8821	Colletotrichum gloeosporioides
KAH6842359.1	#82bd23	Chaetomium sp. MPI-CAGE-AT-0009
XP_023763397.1	#8148e8	Lactuca sativa
GFY67426.1	#f5324c	Trichonephila inaurata
PVH96843.1	#dea7f6	Periconia macrospinosa
KAF8253345.1	#6b6fd0	Wilcoxina mikolae
KAF2445201.1	#1d5060	Karstenula rhodostoma
XP_023624859.1	#920249	Ramularia collo-cygni
MCJ1343588.1	#779aee	Peltigera leucophlebia
KAG0581968.1	#9f3cec	Ceratodon purpureus
KAI3795827.1	#d97395	Smallanthus sonchifolius
KJY00555.1	#59fb6f	Zymoseptoria brevis
KAI3514778.1	#b1c00e	Cichorium endivia
XP_024396277.1	#df6f2a	Physcomitrium patens
MCJ1391703.1	#e4fa77	Xylographa bjoerkii
XP_003571384.1	#56b6c2	Brachypodium distachyon
KAF7505863.1	#434e9c	Endocarpon pusillum
KAF9783210.1	#7d8872	Thelephora terrestris
CAG7836383.1	#9e1760	Allacma fusca
XP_029383958.1	#d452c5	Echeneis naucrates
XP_044739628.1	#97f93e	Chrysoperla carnea
OXB58258.1	#a20612	Callipepla squamata
XP_018569162.1	#f028b4	Anoplophora glabripennis
KAF4550076.1	#0fe934	Elsinoe fawcettii
KAG8791695.1	#b1dd9c	Ceratobasidium sp. 428
AFI39889.1	#623edf	Daphnia parvula
PSN66498.1	#d768dc	Corynespora cassiicola
ABF21497.1	#8d9f32	Lygus lineolaris
OXB75540.1	#7668f2	Colinus virginianus
PSN61663.1	#d768dc	Corynespora cassiicola
OCL11990.1	#4242ca	Glonium stellatum
TEB22151.1	#630190	Coprinellus micaceus
KAG6395824.1	#b27298	Salvia splendens
KAH8204444.1	#a0bd97	Truncatella angustata
KAB5580065.1	#3eac4f	Coniochaeta sp. 2T2.1
XP_047941984.1	#04d11d	Salvia hispanica
TEA12110.1	#5461ab	Colletotrichum sidae
KAF1979134.1	#e47fb7	Bimuria novae-zelandiae
XP_037156941.1	#0e6188	Letharia lupina
ABR12412.1	#86438e	Procambarus clarkii
KAF9444741.1	#8cf28c	Macrolepiota fuliginosa
KAG6907932.1	#49c965	Tephrocybe rancida
RKU44824.1	#b3e639	Coniochaeta pulveracea
ULT94718.1	#55b589	Caenorhabditis briggsae
EPB74111.1	#db9b1f	Ancylostoma ceylanicum
XP_015593395.2	#9841e6	Cephus cinctus
XP_037027573.1	#d35521	Bradysia coprophila
RZC31782.1	#f616bc	Asbolus verrucosus
PLY76929.1	#8148e8	Lactuca sativa
RBQ94083.1	#0ef344	Fusarium verticillioides
CAD6890771.1	#ce4a43	Tilletia caries
AAI55087.1	#fb5a2b	Danio rerio
XP_028399963.1	#c7c10e	Dendronephthya gigantea
KAI0149163.1	#061ff2	Pestalotiopsis sp. NC0098
KAG7290009.1	#0e47c7	Staphylotrichum longicolle
XP_024696942.1	#652f9d	Aspergillus campestris
VUC33511.1	#8e4345	Clonostachys rosea
ORX82792.1	#e9d827	Basidiobolus meristosporus
CAG9953699.1	#8e4345	Clonostachys rosea
CAE6464752.1	#5191aa	Rhizoctonia solani
ABB59715.1	#954d26	Cyamus scammoni
WP_147291041.1	#cc52a6	Alteriqipengyuania lutimaris
XP_045982207.1	#66c11e	Fusarium flagelliforme
KAE8382375.1	#d7d4eb	Aspergillus bertholletiae
SMQ50444.1	#1c1bcd	Zymoseptoria tritici
XP_012266915.2	#e4b3ae	Athalia rosae
KAI5657023.1	#587550	Catharanthus roseus
XP_044705171.1	#45db27	Fusarium poae
KAI1380946.1	#242904	Hypoxylon crocopeplum
KAG8687355.1	#f0f6e2	Ceratobasidium sp. 394
KAH7305522.1	#a6a09d	Stachybotrys elegans
KAF8966549.1	#f4ba5d	Flammula alnicola
WP_250976885.1	#3d473e	nan
KII86644.1	#74a0fd	Plicaturopsis crispa
XP_003350966.1	#11f798	Sordaria macrospora
KAH8892710.1	#7e34fd	Thozetella sp. PMI_491
VDM47319.1	#a569dc	Toxocara canis
WP_248633361.1	#61c840	Streptomyces lichenis
GBG81568.1	#59b385	Chara braunii
KAF8655955.1	#0a3351	Volvariella volvacea
KAH9819102.1	#93907f	Melampsora americana
XP_031254303.1	#045da4	Pistacia vera
XP_026601400.1	#e1e893	Aspergillus mulundensis
KAH8767277.1	#3dac1c	Diaporthaceae sp. PMI_573
KPM34355.1	#7f99cb	Neonectria ditissima
XP_040698342.1	#3908c1	Aspergillus sydowii
XP_045261261.1	#ac8821	Colletotrichum gloeosporioides
XP_031829749.1	#7f2040	Nomia melanderi
CAG8539247.1	#905726	Diversispora eburnea
KAF2200285.1	#50e688	Delitschia confertaspora
KAI0330497.1	#391e4c	Leiotrametes sp. BRFM 1775
XP_029354810.1	#d452c5	Echeneis naucrates
PNF43216.1	#557c77	Cryptotermes secundus
KAF4553222.1	#0fe934	Elsinoe fawcettii
ORX92522.1	#e9d827	Basidiobolus meristosporus
PNT59072.1	#959242	Populus trichocarpa
KAG8386541.1	#2066c4	Buddleja alternifolia
QCC26464.1	#440326	Pogonognathellus sp. AD-2013
CAD6503403.1	#0932f3	Blumeria graminis
XP_028788762.1	#c9b0d4	Prosopis alba
MBA3716720.1	#ccee89	Actinomycetia bacterium
ACV33307.1	#9c91e7	Nebalia kensleyi
KCW76289.1	#da61b8	Eucalyptus grandis
WP_123176082.1	#deddf2	Methylocystis hirsuta
TGZ77648.1	#e713aa	Ascodesmis nigricans
KAI5358156.1	#cd0c29	Septoria linicola
RYP72371.1	#4f70f7	Monosporascus sp. CRB-9-2
GCB85510.1	#2c71d9	Scyliorhinus torazame
KAI5843636.1	#f8513b	Tricharina praecox
MBI2255940.1	#4ec448	Proteobacteria bacterium
CAG8972084.1	#f9b11a	Hymenoscyphus albidus
MCI25348.1	#e8f189	Trifolium medium
WP_101392951.1	#7a2b54	Streptomyces sp. TLI_146
PVD32038.1	#4461be	Pomacea canaliculata
KAF9693937.1	#2a9efd	Ascochyta lentis
PYH95714.1	#2caefa	Aspergillus ellipticus
WP_139490948.1	#ef2e37	Brevibacillus sp. CHY01
KAI1348046.1	#24040f	Xylaria sp. FL0043
XP_008558555.1	#4e163a	Microplitis demolitor
KAF8856842.1	#e43867	Acephala macrosclerotiorum
KZL70564.1	#7ff6ce	Colletotrichum tofieldiae
KAG8891850.1	#0ed2fa	Tulasnella sp. 403
XP_049172662.1	#c1ab78	Wardomyces moseri
GIY59391.1	#e8e056	Caerostris darwini
AMB26747.1	#0f19ae	Leptochiton asellus
XP_037027575.1	#d35521	Bradysia coprophila
KAF1952540.1	#f2927f	Byssothecium circinans
KAA8913483.1	#b6fbd8	Sphaerosporella brunnea
KAE9989849.1	#4a537f	Venturia inaequalis
KAH9546606.1	#a928d2	Sphagnum magellanicum
XP_034949400.1	#5522c2	Chelonus insularis
HID81063.1	#8964e1	Thiotrichales bacterium
KAF1959254.1	#f2927f	Byssothecium circinans
XP_034337553.1	#bdff2c	Crassostrea gigas
XP_045952694.1	#a0bd97	Truncatella angustata
RLN05189.1	#dc179b	Panicum miliaceum
XP_043040342.1	#e71db4	Guyanagaster necrorhizus
UPP37718.1	#4eed59	Pinctada fucata
KAH6773718.1	#f47900	Perilla frutescens
TLD08162.1	#d04e34	Venturia nashicola
SMQ50294.1	#1c1bcd	Zymoseptoria tritici
KAF7759191.1	#56cb3e	Entomophthora muscae
XP_039068552.1	#1e8f9b	Hibiscus syriacus
KLU86915.1	#6c02ef	Magnaporthiopsis poae
KAF7269759.1	#195ec6	Rhynchophorus ferrugineus
ELU39832.1	#5191aa	Rhizoctonia solani
KAH9495704.1	#c07b6a	Bulinus truncatus
CAB3488298.1	#49e6f5	Digitaria exilis
CAD6253052.1	#78ba37	Miscanthus lutarioriparius
WP_045946097.1	#b928d1	Streptomyces katrae
TKC49915.1	#a3af4b	Monodon monoceros
CUS07125.1	#a44485	Tuber aestivum
RKP13147.1	#b3dd5e	Piptocephalis cylindrospora
KZL85167.1	#3911ae	Colletotrichum incanum
XP_045191870.1	#12b847	Mercenaria mercenaria
VDM65717.1	#130ed8	Strongylus vulgaris
MCD6053422.1	#74e56e	Rubrobacteraceae bacterium
RHZ77134.1	#8d0699	Diversispora epigaea
XP_012801732.2	#0ef081	Schistosoma haematobium
AST15995.1	#e3e486	Scylla serrata
XP_045476188.1	#5db067	Harmonia axyridis
EQB57128.1	#ac8821	Colletotrichum gloeosporioides
ONM63009.1	#1f77ef	Zea mays
XP_018031967.1	#e2f238	Paraphaeosphaeria sporulosa
XP_020591295.1	#ef0285	Phalaenopsis equestris
XP_023629109.1	#920249	Ramularia collo-cygni
KAF7753735.1	#56cb3e	Entomophthora muscae
KAG8377224.1	#2066c4	Buddleja alternifolia
WP_096553320.1	#b4bd89	Nostoc sp. NIES-4103
XP_042241827.1	#94f39d	Homarus americanus
KAF3919250.1	#1d6e9a	Arthrobotrys entomopaga
EFX71852.1	#13fc58	Daphnia pulex
XP_025180608.1	#afb97a	Rhizophagus irregularis
KRT83389.1	#36ae29	Oryctes borbonicus
KAG8768020.1	#b1dd9c	Ceratobasidium sp. 428
KKY20957.1	#51bcc6	Diplodia seriata
RMY15069.1	#aef9dd	Hortaea werneckii
XP_023017782.1	#77a8bc	Leptinotarsa decemlineata
THU51354.1	#44dd62	Musa balbisiana
MBK9113368.1	#597e2c	Nitrospira sp.
CCA94921.1	#506a95	Euphrynichus bacillifer
KDN66925.1	#e57c1d	Colletotrichum sublineola
CAF3429581.1	#b797c8	Fusarium graminearum
ABA02188.2	#a3b019	Sesamia nonagrioides
KFH43027.1	#03fc79	Acremonium chrysogenum
XP_007911025.1	#288420	Phaeoacremonium minimum
KXJ78933.1	#b09529	Aedes albopictus
AQV14031.1	#fd09d7	Entomobryomorpha sp. 14 SF-2017
KAG5889588.1	#0c0546	Gonioctena quinquepunctata
XP_025536373.1	#a91d27	Aspergillus costaricensis
XP_001805257.1	#2bac35	Parastagonospora nodorum
KAH9507485.1	#c07b6a	Bulinus truncatus
XP_049164370.1	#c1ab78	Wardomyces moseri
KAF2230288.1	#e1fcd9	Viridothelium virens
RXM92785.1	#1a8326	Acipenser ruthenus
KAI3829525.1	#d97395	Smallanthus sonchifolius
MQM23393.1	#095ee8	Colocasia esculenta
XP_046008368.1	#40e548	Microdochium trichocladiopsis
XP_016240182.1	#8037c5	Exophiala spinifera
KAH7109433.1	#a51f3d	Dendryphion nanum
XP_022823141.1	#e04315	Spodoptera litura
KAF2994102.1	#c2f4c4	Neopestalotiopsis sp. 37M
XP_045993769.1	#b22027	Boeremia exigua
CAD7247553.1	#c03d9f	Darwinula stevensoni
XP_022907914.1	#c3f624	Onthophagus taurus
KAA0056965.1	#0e2080	Cucumis melo
XP_038781255.1	#6adaae	Alternaria burnsii
XP_033657261.1	#65a0c9	Westerdykella ornata
CAC33894.1	#c4a178	Spirostreptus sp. BT-2000
RYN66664.1	#d74a29	Alternaria tenuissima
XP_033385812.1	#8b938b	Aaosphaeria arxii
WP_045301092.1	#3ca26e	Saccharothrix sp. ST-888
XP_024361665.1	#df6f2a	Physcomitrium patens
XP_007923010.1	#47572a	Pseudocercospora fijiensis
KAE8153500.1	#7e984c	Aspergillus avenaceus
KAE8573958.1	#095ae9	Halyomorpha halys
KJK74820.1	#f555c5	Metarhizium anisopliae
KAI3396132.1	#ffea74	Diaporthe ilicicola
KAG9233879.1	#99f8be	Amylocarpus encephaloides
KAH8671962.1	#edda46	Hymenoscyphus varicosporioides
XP_022343351.1	#2b314d	Crassostrea virginica
KRZ17010.1	#a9d545	Trichinella zimbabwensis
CAA7397722.1	#359428	Spirodela intermedia
QCC26465.1	#440326	Pogonognathellus sp. AD-2013
KLU85477.1	#6c02ef	Magnaporthiopsis poae
PWA50832.1	#1cbd15	Artemisia annua
KAH7371675.1	#b3b0f5	Pyrenochaeta sp. MPI-SDFR-AT-0127
CAZ66714.1	#0ce96e	Pandinus imperator
KAG7292970.1	#0e47c7	Staphylotrichum longicolle
KAH9507501.1	#c07b6a	Bulinus truncatus
KEY65496.1	#07e010	Stachybotrys chartarum
KAG9154912.1	#5e2adc	Lithospermum erythrorhizon
ORX95341.1	#e9d827	Basidiobolus meristosporus
KAI1331377.1	#b78efe	Xylariaceae sp. FL0255
XP_046011396.1	#40e548	Microdochium trichocladiopsis
KAI0241370.1	#7ce125	Massospora cicadina
XP_020584709.1	#ef0285	Phalaenopsis equestris
AII22008.1	#47e846	Gossypium hirsutum
WP_256558120.1	#dfcfaa	Pseudomonas sp. S3E12
XP_043164042.1	#38a13d	Alternaria atra
XP_008711966.1	#61a0d8	Cyphellophora europaea
XP_003709315.1	#93a137	Pyricularia oryzae
XP_001832783.1	#3df1ac	Coprinopsis cinerea
NUQ98238.1	#f3da94	Streptomyces sp.
XP_046682677.1	#9520fb	Homalodisca vitripennis
EHK97592.1	#df2e21	Glarea lozoyensis
KAH8768961.1	#3dac1c	Diaporthaceae sp. PMI_573
TGZ76379.1	#e713aa	Ascodesmis nigricans
KAF7359308.1	#40cbd6	Mycena sanguinolenta
RPB07726.1	#463cfb	Morchella conica
XP_049243200.1	#00508d	Alternaria hordeiaustralica
KAI1261162.1	#2d2d79	Xylariaceae sp. FL1019
KAE8573029.1	#095ae9	Halyomorpha halys
XP_029105975.1	#22e7b8	Scleropages formosus
XP_044742194.1	#97f93e	Chrysoperla carnea
KAH8193568.1	#a0bd97	Truncatella angustata
EOY28323.1	#e4af5a	Theobroma cacao
XP_038918498.1	#9862e8	Cantharellus anzutake
XP_028136209.1	#7ce933	Diabrotica virgifera
AGL10019.1	#e8bc45	Aphonopelma seemanni
XP_006697511.1	#d93c61	Chaetomium thermophilum
KAF9531510.1	#cccb97	Crepidotus variabilis
XP_049172277.1	#c1ab78	Wardomyces moseri
KAI0174032.1	#061ff2	Pestalotiopsis sp. NC0098
RDW92209.1	#82233c	Coleophoma crateriformis
KAF8850280.1	#e43867	Acephala macrosclerotiorum
XP_019645380.1	#7a4d3b	Branchiostoma belcheri
NCY15340.1	#ccee89	Actinomycetia bacterium
KAH9856476.1	#04a10f	Lenzites betulinus
KAE8715169.1	#1e8f9b	Hibiscus syriacus
KAF2350451.1	#ad31d9	Trinorchestia longiramus
KAG0146059.1	#9987f0	Cronartium quercuum
XP_020280009.1	#58c7c8	Pseudomyrmex gracilis
KAF2205512.1	#50e688	Delitschia confertaspora
KAE8746691.1	#c668a4	Frankliniella occidentalis
XP_043167597.1	#38a13d	Alternaria atra
KAI2637442.1	#26f61b	Xylaria nigripes
EOD51706.1	#1f93bd	Neofusicoccum parvum
XP_003046971.1	#4fb3f3	Fusarium vanettenii
KAF3327430.1	#6f833b	Carex littledalei
KPP58157.1	#22e7b8	Scleropages formosus
XP_041035954.1	#d2a874	Carcharodon carcharias
KAF6817724.1	#a1e082	Colletotrichum plurivorum
ELU00527.1	#4e1319	Capitella teleta
MBA0694906.1	#1a236a	Gossypium aridum
XP_026606880.1	#e1e893	Aspergillus mulundensis
KAA8898358.1	#b6fbd8	Sphaerosporella brunnea
KAI0432184.1	#0af141	Xylaria sp. FL1042
KAH6796560.1	#f47900	Perilla frutescens
RMJ27595.1	#72ec23	Aspergillus sp. HF37
XP_040720282.1	#e2e6ca	Pseudomassariella vexata
ELQ42844.1	#93a137	Pyricularia oryzae
KAF7743529.1	#56cb3e	Entomophthora muscae
KAI0631930.1	#32f67f	Trametes polyzona
KAH9942893.1	#e744e1	Amylocystis lapponica
KAI4604419.1	#e9c21e	Pestalotiopsis sp. 9143b
XP_022801517.1	#495883	Stylophora pistillata
KAF7182921.1	#e32fa8	Aspergillus felis
KAH9507511.1	#c07b6a	Bulinus truncatus
CZT11605.1	#ab384e	Rhynchosporium commune
XP_018005213.1	#7b24d8	Phialophora attinorum
XP_002432713.1	#be679b	Pediculus humanus
XP_048735708.1	#d83527	Ostrea edulis
KAH8258092.1	#9a4a06	Drosophila bunnanda
KAF3914326.1	#1d6e9a	Arthrobotrys entomopaga
KAH9264264.1	#6203e7	Batrachochytrium salamandrivorans
OCL02739.1	#4242ca	Glonium stellatum
QCC26459.1	#a39647	Lepidocampa weberi
KAH0624492.1	#0b073b	Phrynosoma platyrhinos
KAF7797895.1	#12aa58	Pleurotus ostreatoroseus
KAF1962879.1	#f2927f	Byssothecium circinans
WP_189206488.1	#5adf86	Couchioplanes caeruleus
CAR94713.1	#78ec21	Xibalbanus tulumensis
XP_045967466.1	#719baa	Morchella importuna
XP_007289797.1	#c87a00	Drepanopeziza brunnea
EAT34241.1	#c0890a	Aedes aegypti
CAA9447414.1	#81f3d5	uncultured Rubrobacteraceae bacterium
PPS15877.1	#4e641e	Gossypium barbadense
WP_166753969.1	#e7bbde	Modestobacter marinus
WP_182775712.1	#77d00e	Streptomyces murinus
KAF9404638.1	#e5d840	Spodoptera exigua
MBA3747332.1	#57d2d6	Solirubrobacterales bacterium
XP_033210647.1	#22e9c9	Belonocnema kinseyi
XP_049767339.1	#ca6792	Schistocerca cancellata
XP_002445175.1	#5b1ccd	Sorghum bicolor
XP_007666154.2	#8860b6	Ornithorhynchus anatinus
CCA72437.1	#685b00	Serendipita indica
KAI1427983.1	#7519a9	Xylaria sp. FL1777
CAH0044600.1	#afe815	Clonostachys solani
KAG5115773.1	#b9e0fe	Glycine max
XP_040706474.1	#3908c1	Aspergillus sydowii
XP_047962213.1	#04d11d	Salvia hispanica
CDN40917.1	#ad4ff8	Cytherelloidea californica
ROT67046.1	#98715c	Penaeus vannamei
KAF1992991.1	#3c4149	Amniculicola lignicola
KFA64002.1	#7a546d	Stachybotrys chlorohalonata
VBB81548.1	#abc4d9	Podospora comata
RXH86124.1	#accfe6	Malus domestica
XP_003351131.1	#11f798	Sordaria macrospora
CAB0042731.1	#766c47	Trichogramma brassicae
MBW0514008.1	#eb2c0c	Austropuccinia psidii
XP_039446838.1	#14e891	Culex pipiens
THW32691.1	#29b72f	Aureobasidium pullulans
XP_009225149.1	#d8e6f5	Gaeumannomyces tritici
XP_016189807.1	#7dfbc5	Arachis ipaensis
CAG8606969.1	#86e6b3	Claroideoglomus candidum
XP_027062410.1	#3e5e2b	Coffea arabica
TEB21281.1	#630190	Coprinellus micaceus
WP_138333714.1	#3d473e	nan
AJT58580.1	#161171	Lilium hybrid cultivar
RKP13544.1	#b3dd5e	Piptocephalis cylindrospora
KAF4339473.1	#cdacda	Fusarium beomiforme
RKP25486.1	#289d2e	Syncephalis pseudoplumigaleata
KFB48431.1	#d82d54	Anopheles sinensis
